member,material,burst_kHz,level,capture_index,selected
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_28.csv,5mM_Mn_nitrate_in_water,20,40,28,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_29.csv,5mM_Mn_nitrate_in_water,20,40,29,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_30.csv,5mM_Mn_nitrate_in_water,20,40,30,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_31.csv,5mM_Mn_nitrate_in_water,20,40,31,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_32.csv,5mM_Mn_nitrate_in_water,20,40,32,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_33.csv,5mM_Mn_nitrate_in_water,20,40,33,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_34.csv,5mM_Mn_nitrate_in_water,20,40,34,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_35.csv,5mM_Mn_nitrate_in_water,20,40,35,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_36.csv,5mM_Mn_nitrate_in_water,20,40,36,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_37.csv,5mM_Mn_nitrate_in_water,20,40,37,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_38.csv,5mM_Mn_nitrate_in_water,20,40,38,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_39.csv,5mM_Mn_nitrate_in_water,20,40,39,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_40.csv,5mM_Mn_nitrate_in_water,20,40,40,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_41.csv,5mM_Mn_nitrate_in_water,20,40,41,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_42.csv,5mM_Mn_nitrate_in_water,20,40,42,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_43.csv,5mM_Mn_nitrate_in_water,20,40,43,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_44.csv,5mM_Mn_nitrate_in_water,20,40,44,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_45.csv,5mM_Mn_nitrate_in_water,20,40,45,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_46.csv,5mM_Mn_nitrate_in_water,20,40,46,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_47.csv,5mM_Mn_nitrate_in_water,20,40,47,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_48.csv,5mM_Mn_nitrate_in_water,20,40,48,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_49.csv,5mM_Mn_nitrate_in_water,20,40,49,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_50.csv,5mM_Mn_nitrate_in_water,20,40,50,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_51.csv,5mM_Mn_nitrate_in_water,20,40,51,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_52.csv,5mM_Mn_nitrate_in_water,20,40,52,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_53.csv,5mM_Mn_nitrate_in_water,20,40,53,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_54.csv,5mM_Mn_nitrate_in_water,20,40,54,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_55.csv,5mM_Mn_nitrate_in_water,20,40,55,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_56.csv,5mM_Mn_nitrate_in_water,20,40,56,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_57.csv,5mM_Mn_nitrate_in_water,20,40,57,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_58.csv,5mM_Mn_nitrate_in_water,20,40,58,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_59.csv,5mM_Mn_nitrate_in_water,20,40,59,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_60.csv,5mM_Mn_nitrate_in_water,20,40,60,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_61.csv,5mM_Mn_nitrate_in_water,20,40,61,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_62.csv,5mM_Mn_nitrate_in_water,20,40,62,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_63.csv,5mM_Mn_nitrate_in_water,20,40,63,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/40% breakdown/0_4breakdown-0002/0_4breakdown-0002_64.csv,5mM_Mn_nitrate_in_water,20,40,64,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_01.csv,5mM_Mn_nitrate_in_water,20,60,1,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_02.csv,5mM_Mn_nitrate_in_water,20,60,2,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_03.csv,5mM_Mn_nitrate_in_water,20,60,3,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_04.csv,5mM_Mn_nitrate_in_water,20,60,4,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_05.csv,5mM_Mn_nitrate_in_water,20,60,5,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_06.csv,5mM_Mn_nitrate_in_water,20,60,6,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_07.csv,5mM_Mn_nitrate_in_water,20,60,7,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_08.csv,5mM_Mn_nitrate_in_water,20,60,8,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_09.csv,5mM_Mn_nitrate_in_water,20,60,9,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_10.csv,5mM_Mn_nitrate_in_water,20,60,10,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_11.csv,5mM_Mn_nitrate_in_water,20,60,11,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_12.csv,5mM_Mn_nitrate_in_water,20,60,12,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_13.csv,5mM_Mn_nitrate_in_water,20,60,13,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_14.csv,5mM_Mn_nitrate_in_water,20,60,14,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_15.csv,5mM_Mn_nitrate_in_water,20,60,15,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_16.csv,5mM_Mn_nitrate_in_water,20,60,16,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_17.csv,5mM_Mn_nitrate_in_water,20,60,17,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_18.csv,5mM_Mn_nitrate_in_water,20,60,18,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_19.csv,5mM_Mn_nitrate_in_water,20,60,19,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_20.csv,5mM_Mn_nitrate_in_water,20,60,20,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_21.csv,5mM_Mn_nitrate_in_water,20,60,21,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_22.csv,5mM_Mn_nitrate_in_water,20,60,22,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_23.csv,5mM_Mn_nitrate_in_water,20,60,23,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_24.csv,5mM_Mn_nitrate_in_water,20,60,24,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_25.csv,5mM_Mn_nitrate_in_water,20,60,25,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_26.csv,5mM_Mn_nitrate_in_water,20,60,26,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_27.csv,5mM_Mn_nitrate_in_water,20,60,27,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_28.csv,5mM_Mn_nitrate_in_water,20,60,28,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_29.csv,5mM_Mn_nitrate_in_water,20,60,29,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_30.csv,5mM_Mn_nitrate_in_water,20,60,30,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_31.csv,5mM_Mn_nitrate_in_water,20,60,31,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_32.csv,5mM_Mn_nitrate_in_water,20,60,32,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_33.csv,5mM_Mn_nitrate_in_water,20,60,33,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_34.csv,5mM_Mn_nitrate_in_water,20,60,34,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_35.csv,5mM_Mn_nitrate_in_water,20,60,35,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_36.csv,5mM_Mn_nitrate_in_water,20,60,36,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_37.csv,5mM_Mn_nitrate_in_water,20,60,37,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_38.csv,5mM_Mn_nitrate_in_water,20,60,38,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_39.csv,5mM_Mn_nitrate_in_water,20,60,39,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_40.csv,5mM_Mn_nitrate_in_water,20,60,40,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_41.csv,5mM_Mn_nitrate_in_water,20,60,41,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_42.csv,5mM_Mn_nitrate_in_water,20,60,42,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_43.csv,5mM_Mn_nitrate_in_water,20,60,43,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_44.csv,5mM_Mn_nitrate_in_water,20,60,44,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_45.csv,5mM_Mn_nitrate_in_water,20,60,45,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_46.csv,5mM_Mn_nitrate_in_water,20,60,46,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_47.csv,5mM_Mn_nitrate_in_water,20,60,47,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_48.csv,5mM_Mn_nitrate_in_water,20,60,48,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_49.csv,5mM_Mn_nitrate_in_water,20,60,49,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_50.csv,5mM_Mn_nitrate_in_water,20,60,50,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_51.csv,5mM_Mn_nitrate_in_water,20,60,51,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_52.csv,5mM_Mn_nitrate_in_water,20,60,52,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_53.csv,5mM_Mn_nitrate_in_water,20,60,53,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_54.csv,5mM_Mn_nitrate_in_water,20,60,54,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_55.csv,5mM_Mn_nitrate_in_water,20,60,55,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_56.csv,5mM_Mn_nitrate_in_water,20,60,56,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_57.csv,5mM_Mn_nitrate_in_water,20,60,57,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_58.csv,5mM_Mn_nitrate_in_water,20,60,58,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_59.csv,5mM_Mn_nitrate_in_water,20,60,59,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_60.csv,5mM_Mn_nitrate_in_water,20,60,60,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_61.csv,5mM_Mn_nitrate_in_water,20,60,61,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_62.csv,5mM_Mn_nitrate_in_water,20,60,62,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_63.csv,5mM_Mn_nitrate_in_water,20,60,63,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_64.csv,5mM_Mn_nitrate_in_water,20,60,64,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_01.csv,5mM_Mn_nitrate_in_water,20,75,1,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_02.csv,5mM_Mn_nitrate_in_water,20,75,2,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_03.csv,5mM_Mn_nitrate_in_water,20,75,3,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_04.csv,5mM_Mn_nitrate_in_water,20,75,4,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_05.csv,5mM_Mn_nitrate_in_water,20,75,5,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_06.csv,5mM_Mn_nitrate_in_water,20,75,6,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_07.csv,5mM_Mn_nitrate_in_water,20,75,7,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_08.csv,5mM_Mn_nitrate_in_water,20,75,8,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_09.csv,5mM_Mn_nitrate_in_water,20,75,9,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_10.csv,5mM_Mn_nitrate_in_water,20,75,10,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_11.csv,5mM_Mn_nitrate_in_water,20,75,11,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_12.csv,5mM_Mn_nitrate_in_water,20,75,12,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_13.csv,5mM_Mn_nitrate_in_water,20,75,13,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_14.csv,5mM_Mn_nitrate_in_water,20,75,14,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_15.csv,5mM_Mn_nitrate_in_water,20,75,15,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_16.csv,5mM_Mn_nitrate_in_water,20,75,16,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_17.csv,5mM_Mn_nitrate_in_water,20,75,17,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_18.csv,5mM_Mn_nitrate_in_water,20,75,18,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_19.csv,5mM_Mn_nitrate_in_water,20,75,19,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_20.csv,5mM_Mn_nitrate_in_water,20,75,20,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_21.csv,5mM_Mn_nitrate_in_water,20,75,21,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_22.csv,5mM_Mn_nitrate_in_water,20,75,22,True
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_23.csv,5mM_Mn_nitrate_in_water,20,75,23,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_24.csv,5mM_Mn_nitrate_in_water,20,75,24,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_25.csv,5mM_Mn_nitrate_in_water,20,75,25,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_26.csv,5mM_Mn_nitrate_in_water,20,75,26,True
