condition,material,burst_kHz,member,capture_index,carrier_Hz,detected_burst_Hz,burst_detection_method,burst_frequency_relative_error,voltage_pp_kV,locked_charge_sign,file_sign_vote,sign_vote_disagrees,charge_lsb_nC,complex_fit_residual_rms_nC,complex_fit_signal_codes,raw_qv_energy_per_burst_uJ,burst_energy_median_uJ,apparent_lissajous_power_mW,detected_activity_on_fraction,duty_on_fraction,duty_envelope_contrast,source_voltage_clipped,current_clipped,monitor_voltage_clipped,negative_peak_envelope_halfcycle_median_nC,negative_peak_envelope_halfcycle_p95_nC,negative_all_halfcycle_p95_nC,negative_record_total_nC,negative_record_average_equivalent_flow_per_s,negative_peak_halfcycle_average_equivalent_flow_p95_per_s,negative_resolved_halfcycles,negative_total_halfcycles,negative_resolved_halfcycle_fraction,negative_peak_charge_resolution_threshold_nC,negative_peak_rate_resolution_threshold_per_s,positive_peak_envelope_halfcycle_median_nC,positive_peak_envelope_halfcycle_p95_nC,positive_all_halfcycle_p95_nC,positive_record_total_nC,positive_record_average_equivalent_flow_per_s,positive_peak_halfcycle_average_equivalent_flow_p95_per_s,positive_resolved_halfcycles,positive_total_halfcycles,positive_resolved_halfcycle_fraction,positive_peak_charge_resolution_threshold_nC,positive_peak_rate_resolution_threshold_per_s,transport_imbalance_nC
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_21.csv,21,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,20.961155526112023,42.63495224312684,2293.6218979434952,2293.6218979434952,22949.070458913382,0.33229169994908864,0.33229169994908864,0.8425360610945135,False,False,False,108.4564775017182,118.43684160372447,124.02073737398769,32435.607030336534,2.0244050649866304e+16,1.561734736595298e+17,334.0,1157.0,0.28867761452031115,19.957202670999298,2.6475861249329796e+16,180.58960878832036,196.8566650679362,192.093109915378,32355.927614361783,2.0194320298550972e+16,2.665440646050829e+17,212.0,1012.0,0.20948616600790515,28.19471783162291,5.891124777337153e+16,-79.67941597475146
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_22.csv,22,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,20.6177194600649,41.80634510247047,2242.4202844930933,2242.4202844930933,22436.767434715333,0.3312499999999976,0.3312499999999976,0.8364431038739006,False,False,False,104.00651528342709,113.61631563045265,120.85185318086815,32253.768969829493,2.0130559975758212e+16,1.4984135580162032e+17,346.0,1159.0,0.2985332182916307,19.957202670999298,2.67056198190761e+16,-21.553171871473424,12.913619218148902,183.7740256484088,33034.00708754496,2.0617530358622184e+16,1.3227706619569338e+16,224.0,1199.0,0.18682235195996663,28.19471783162291,6.0436668930419304e+16,780.2381177154675
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_23.csv,23,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.8973918,1,-1,True,7.9047679999999945,20.6100036905466,41.92519047925223,2231.228787619255,2231.228787619255,22324.789758478153,0.33020836640708895,0.33020836640708895,0.8369414668338073,False,False,False,103.19879300563869,113.0650895990774,120.84902698807055,31001.432904446123,1.9348938879086164e+16,1.502192120025081e+17,333.0,1160.0,0.28706896551724137,19.957202670999298,2.6714144286264836e+16,-21.451042909161806,190.6697933435881,185.0419138158551,31800.917916208076,1.9847921834971052e+16,2.5721420326199814e+17,205.0,1175.0,0.17446808510638298,28.19471783162291,6.0180392912855656e+16,799.4850117619535
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_24.csv,24,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.174966015371712,41.9010041030766,2168.293433287567,2168.293433287567,21672.53151776741,0.33194582285538143,0.33194582285538143,0.8383010204392524,False,False,False,101.8615342171047,118.12630167500816,118.40688417598854,27554.483137199608,1.7197592501926678e+16,1.5499682068631712e+17,278.0,1138.0,0.24428822495606328,19.957202670999298,2.6609665843664916e+16,-23.684256824348154,201.5519695262111,189.2420445366863,28662.803016348393,1.788932870864409e+16,2.7472207463755123e+17,198.0,1173.0,0.16879795396419436,28.19471783162291,5.9763414812848184e+16,1108.3198791487848
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_25.csv,25,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,20.1669860636296,42.13546660631091,1802.835966356666,1802.835966356666,18038.46120185655,0.3312500000000012,0.3312500000000012,0.8382259888784627,False,False,False,71.13550612019448,89.8213617711747,86.73988864983966,18113.596379675466,1.1305247415854526e+16,1.1906447519614822e+17,218.0,1161.0,0.18776916451335057,19.957202670999298,2.6705202153513676e+16,-35.129024534108844,165.77600730185952,151.63690934582965,19394.224737604334,1.2104526594361028e+16,2.25478121773929e+17,182.0,1146.0,0.15881326352530542,28.19471783162291,5.973318789497913e+16,1280.6283579288684
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_26.csv,26,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,20.754680569308768,42.10525111091374,2340.374206620069,2340.374206620069,23392.51365966593,0.33090530697190446,0.33090530697190446,0.8375708632466053,False,False,False,110.10367393929978,120.82100153319244,122.34735643480134,34528.98760241188,2.1550593249513148e+16,1.5978093627495344e+17,397.0,1133.0,0.3503971756398941,19.957202670999298,2.6702021356766948e+16,-18.926198406976155,188.36469299115612,183.93448058386304,35421.618433767144,2.210771134952858e+16,2.5545578608683146e+17,267.0,1187.0,0.22493681550126368,28.19471783162291,6.001263635387958e+16,892.6308313552654
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_27.csv,27,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.493323122194557,42.378719267048815,2308.645112004642,2308.645112004642,23075.374940096754,0.3319458228553819,0.3319458228553819,0.8402000446701771,False,False,False,113.70048305096863,125.14095034267078,125.45841835709031,31998.761615252253,1.997140211577669e+16,1.6514638084191e+17,326.0,1140.0,0.28596491228070176,19.957202670999298,2.6518266593329028e+16,195.62725940940533,213.35838509169773,200.2931919038552,32950.52827843363,2.056542869028406e+16,2.8942301180363584e+17,215.0,1088.0,0.19761029411764705,28.19471783162291,5.868268667020105e+16,951.7666631813772
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_28.csv,28,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.49684114879283,42.31304017468355,2178.3008024160476,2178.3008024160476,21772.55719672641,0.3319459229114224,0.3319459229114224,0.8356297327096109,False,False,False,101.38255029461153,115.56475008519604,117.84606456125096,26628.32951186817,1.6619551804762256e+16,1.5150663109075066e+17,278.0,1145.0,0.2427947598253275,19.957202670999298,2.655962417412207e+16,191.1402331369925,206.5439140220329,194.41212435687538,28390.739093809298,1.771952532488958e+16,2.80320914231925e+17,198.0,1056.0,0.1875,28.19471783162291,5.747838433044008e+16,1762.4095819411268
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_29.csv,29,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.854238431635487,42.16510644072163,2226.9471007747957,2226.9471007747957,22281.948899152296,0.33333326655982554,0.33333326655982554,0.8358113455488203,False,False,False,112.7474988357678,132.21530873490238,129.17349864517763,30813.940896005464,1.923191940379878e+16,1.741585581977305e+17,304.0,1164.0,0.2611683848797251,19.957202670999298,2.66402247419322e+16,195.04852553993354,217.33796682138282,199.55522922977863,31986.856657065287,1.9963971868632056e+16,2.9684372293906086e+17,223.0,1048.0,0.21278625954198474,28.19471783162291,5.8368695293966136e+16,1172.9157610598231
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_30.csv,30,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.811101117176104,42.26253395847831,2511.2464876288545,2511.2464876288545,25126.535736324364,0.33333336672008884,0.33333336672008884,0.8363997098425556,False,False,False,121.76171857987416,138.9872555413549,138.86980935512585,39668.73565563988,2.4758466615958348e+16,1.8283793393361024e+17,433.0,1155.0,0.3748917748917749,19.957202670999298,2.662017863601457e+16,206.05650485033675,216.23143306127187,208.15475848136563,39890.56226091992,2.489691535929702e+16,2.939768477318769e+17,288.0,1057.0,0.27246925260170296,28.19471783162291,5.82058072893133e+16,221.82660528003908
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_31.csv,31,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.182404333059353,42.61631772668831,2560.549294202702,2560.549294202702,25619.840052480344,0.41354166666668696,0.41354166666668696,0.9589610664731338,False,False,False,127.85771416695697,140.12514820306768,143.05660227960038,28675.33256948575,1.789714878452846e+16,1.850735170639891e+17,316.0,787.0,0.40152477763659467,19.957202670999298,4.606622099552192e+16,211.43452206834627,223.35984913712431,214.6272663312354,29082.912481772888,1.8151531826612176e+16,3.048361260648621e+17,204.0,786.0,0.2595419847328244,28.19471783162291,5.718903491938946e+16,407.57991228713945
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_32.csv,32,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.54761319108553,42.31357660605194,2616.013052243688,2616.013052243688,26174.788403967555,0.33333326655981105,0.33333326655981105,0.8327584993316142,False,False,False,132.61099215741132,148.43852265240778,147.5548718798239,42257.45235513347,2.6374163585455124e+16,1.945157381824807e+17,449.0,1163.0,0.3860705073086844,19.957202670999298,2.6566298491999764e+16,220.45247224452328,229.69089576102587,222.47558665797968,42114.91771624158,2.628520337433933e+16,3.14432563222077e+17,285.0,1032.0,0.2761627906976744,28.19471783162291,5.7394901777046744e+16,-142.53463889189152
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_33.csv,33,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.483313462583318,42.26651304740928,2580.498403092065,2580.498403092065,25819.4429189794,0.33333336672008723,0.33333336672008723,0.8334260112078842,False,False,False,131.02473738432911,145.6961543455022,146.81476283861514,40870.53421324345,2.5508545714163856e+16,1.911339431300869e+17,420.0,1160.0,0.3620689655172414,19.957202670999298,2.6543920687727864e+16,218.18864961838804,228.72675611149293,220.26071313310825,40922.780088384454,2.5541153956753916e+16,3.118694635452448e+17,267.0,1050.0,0.2542857142857143,28.19471783162291,5.821688445767326e+16,52.24587514100131
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_34.csv,34,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.423307761263658,42.24893990703115,2563.03895085656,2563.03895085656,25644.750568908148,0.3322916666666691,0.3322916666666691,0.8352912283897745,False,False,False,129.0005816118913,140.32707698174383,145.50718599804839,39994.753713369,2.4961944419449636e+16,1.8398858965006963e+17,415.0,1161.0,0.35745047372954347,19.957202670999298,2.6590378300339816e+16,214.85411747058293,228.24105588688928,218.01907464647178,40190.372392938516,2.508403599780553e+16,3.096791030375125e+17,266.0,1058.0,0.2514177693761815,28.19471783162291,5.797262160573543e+16,195.61867956951755
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_35.csv,35,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.25447447357632,42.27389315625024,2544.9886311581213,2544.9886311581213,25464.14623349576,0.333333333333337,0.333333333333337,0.8365353044373658,False,False,False,126.89370588140626,143.31082634823022,145.0125374541667,39618.90249173905,2.4727364219967796e+16,1.895379897621445e+17,415.0,1158.0,0.35837651122625214,19.957202670999298,2.6566298653009612e+16,214.1319858456288,225.64602532254762,216.9669959990304,39950.79129638648,2.493450613549052e+16,3.082050076190871e+17,264.0,1057.0,0.24976348155156103,28.19471783162291,5.806873189047552e+16,331.88880464743124
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_36.csv,36,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.243858100292794,42.21104229012414,2523.748481193637,2523.748481193637,25251.625722364486,0.3333333333333333,0.3333333333333333,0.8362377150032816,False,False,False,126.68531431259674,136.53468614839304,144.08984296472377,39663.970580391775,2.475549258730574e+16,1.8083379494628077e+17,420.0,1159.0,0.362381363244176,19.957202670999298,2.656572434128372e+16,214.30267011798844,223.6556911950199,216.6866744052808,40049.32858781541,2.499600626147004e+16,3.0368853935918426e+17,270.0,1066.0,0.25328330206378985,28.19471783162291,5.8372811084217816e+16,385.3580074236379
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_37.csv,37,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.59288159951761,42.33072964966239,2594.1407188924854,2594.1407188924854,25955.942516758485,0.3343749999999947,0.3343749999999947,0.8324491817299439,False,False,False,130.65805982917237,142.0134660252654,145.6622619239888,41015.89123705341,2.5599267461704156e+16,1.8616438757565763e+17,436.0,1161.0,0.37553832902670115,19.957202670999298,2.656620278111593e+16,217.59847681098663,227.15388172585654,220.0015725262803,41056.76347552474,2.5624777071097724e+16,3.1119996026261146e+17,270.0,1051.0,0.25689819219790677,28.19471783162291,5.7398633821190456e+16,40.87223847133282
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_38.csv,38,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,22.252209009873894,42.271635859317094,2550.57101050776,2550.57101050776,25520.00130583271,0.3333332665598241,0.3333332665598241,0.8343553388513402,False,False,False,125.04803668257078,139.19564978973887,144.24681401646845,39797.71021618112,2.48389635690044e+16,1.8249008864124957e+17,431.0,1160.0,0.371551724137931,19.957202670999298,2.6593279822963868e+16,211.92120365453735,221.64788286723234,214.81491815727622,40088.109663506446,2.502021071245538e+16,3.0239905308524666e+17,264.0,1062.0,0.24858757062146894,28.19471783162291,5.836814615399535e+16,290.39944732532604
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_39.csv,39,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,22.153902763353763,42.19581628160743,2521.8253237000345,2521.8253237000345,25206.15428296809,0.3329864056858209,0.3329864056858209,0.8365818191144376,False,False,False,124.92200577789501,137.56601358643982,142.5151959096744,39653.58571922206,2.4749011079026428e+16,1.8104949540676835e+17,431.0,1144.0,0.3767482517482518,19.957202670999298,2.6609206661706852e+16,212.2538245267887,220.90485961418395,213.2824680534007,40045.98249882571,2.499391786537734e+16,3.013571350387662e+17,274.0,1066.0,0.2570356472795497,28.19471783162291,5.836823798583611e+16,392.39677960365225
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_40.csv,40,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.939097257668184,42.167200466641695,2487.0010515377744,2487.0010515377744,24883.945524894934,0.33125000000000193,0.33125000000000193,0.83881165676349,False,False,False,122.37382647424401,132.27930716638465,140.20540079292803,38247.403261796186,2.3871369761431904e+16,1.7432657646578602e+17,401.0,1160.0,0.3456896551724138,19.957202670999298,2.6654716818517064e+16,0.42575817324083687,216.5542801114965,211.28784988568765,38577.93448335656,2.407766436798489e+16,2.943791064705955e+17,274.0,1085.0,0.25253456221198156,28.19471783162291,5.938516369318287e+16,330.53122156037716
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_41.csv,41,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.845711609411893,41.98104163659775,2464.472349123827,2464.472349123827,24632.899699405592,0.3288241744200881,0.3288241744200881,0.838721733847597,False,False,False,120.81094979796501,132.10581840406894,140.21364752733334,38025.095698530175,2.3732620837559556e+16,1.7405110138244093e+17,401.0,1132.0,0.3542402826855124,19.957202670999298,2.6642791358227784e+16,-14.059895161703338,214.30651008821175,211.1910354427337,38553.6403295933,2.406250164638639e+16,2.921138671842001e+17,265.0,1160.0,0.22844827586206898,28.19471783162291,5.941405120845409e+16,528.5446310631232
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_42.csv,42,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.623663312529878,41.829412751680685,2411.47394358072,2411.47394358072,24103.169914270893,0.32986472424557606,0.32986472424557606,0.8371898581064766,False,False,False,117.59406624839312,129.21887646233068,137.6925273359079,36975.5850099393,2.3077589238565944e+16,1.7059237449448058e+17,390.0,1145.0,0.3406113537117904,19.957202670999298,2.6705458891077428e+16,-18.652411325982015,201.31160318236655,206.41402739687203,37607.87632269297,2.3472221512562976e+16,2.7165400934630512e+17,261.0,1202.0,0.21713810316139767,28.19471783162291,6.043676936736464e+16,632.291312753674
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_43.csv,43,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.68077694664473,42.1088357774388,2446.402655276418,2446.402655276418,24477.734083874017,0.3302083333333298,0.3302083333333298,0.8399510437974018,False,False,False,121.00611457889838,132.61108286647655,138.4281096220116,38005.534845737006,2.3720412313318616e+16,1.7405449324569747e+17,401.0,1158.0,0.34628670120898103,19.957202670999298,2.6689262312679044e+16,-13.780003551436437,212.04825646453693,208.43216802567468,38158.27498050095,2.3815742085366252e+16,2.8678216570478502e+17,269.0,1117.0,0.24082363473589974,28.19471783162291,5.939929560303361e+16,152.74013476394612
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_44.csv,44,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.691865061284467,42.04650372304065,2441.432893800565,2441.432893800565,24428.008622857273,0.3322916666666644,0.3322916666666644,0.8390998101552024,False,False,False,118.51402817492816,127.82406441195954,138.2812379261593,37643.6047265267,2.3494520698028268e+16,1.6906813893411725e+17,413.0,1161.0,0.35572782084409993,19.957202670999298,2.666897217454688e+16,-15.805616418465206,211.77524305462617,206.74915703792269,38217.99354166804,2.3853014258995468e+16,2.8670492292968547e+17,274.0,1133.0,0.2418358340688438,28.19471783162291,6.008299620505211e+16,574.3888151413412
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_45.csv,45,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.640164382122133,42.07619924072193,2447.0104488770103,2447.0104488770103,24458.36447384553,0.3309053069719062,0.3309053069719062,0.8393925705158056,False,False,False,118.23361820799266,127.92049847553005,136.93110271183787,37354.511226038914,2.3314088635790364e+16,1.6956482350352438e+17,408.0,1146.0,0.35602094240837695,19.957202670999298,2.6730325711658748e+16,-9.69153841603822,211.31499128563576,204.9369612492147,37928.28539450713,2.3672198577040788e+16,2.8726718404432595e+17,265.0,1119.0,0.23681858802502234,28.19471783162291,5.9383986063492984e+16,573.7741684682187
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_46.csv,46,119994.81622405129,9995.202302903954,voltage activity-envelope rising edges,0.00047976970960462496,7.739296200000001,1,-1,True,7.9047679999999945,21.790155346504704,42.26935476487642,2443.3219838945415,2443.3219838945415,24421.497520158577,0.33298640568581944,0.33298640568581944,0.8409387752089863,False,False,False,120.48303642174581,127.25764883430001,139.26933007297063,37145.08271107878,2.3183377918386068e+16,1.6840340547918867e+17,388.0,1142.0,0.3397548161120841,19.957202670999298,2.66165917016791e+16,203.54950460427506,214.45589292311644,210.2765876801009,37607.75313298229,2.3472144626110988e+16,2.899017457964451e+17,268.0,1094.0,0.2449725776965265,28.19471783162291,5.905186310704249e+16,462.6704219035091
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_47.csv,47,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.577460261095197,42.10164059591323,2398.9963132185,2398.9963132185,24003.40503902928,0.33125003317808827,0.33125003317808827,0.8398003252417954,False,False,False,117.91394617915428,125.97786586577739,135.71580795932084,36059.160562252204,2.250562081761419e+16,1.6697502309906093e+17,363.0,1156.0,0.3140138408304498,19.957202670999298,2.6646618321057444e+16,-15.261799978928593,211.83589601771675,206.18105681321356,36500.35268726896,2.2780982265815476e+16,2.8730559958202858e+17,242.0,1123.0,0.21549421193232413,28.19471783162291,5.938045487153382e+16,441.1921250167579
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_48.csv,48,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.31694441449778,42.120385536422695,2365.985867981633,2365.985867981633,23673.115624588212,0.3312500000000193,0.3312500000000193,0.8408639382032189,False,False,False,117.45763452705621,126.02339778166176,131.99072921037504,35828.15700761376,2.2361444460562324e+16,1.6700080273383565e+17,367.0,1161.0,0.3161068044788975,19.957202670999298,2.6691766186184132e+16,-12.892552194480146,205.95260891663196,202.18863021205325,36266.72657923764,2.2635169093282784e+16,2.791685313989071e+17,250.0,1119.0,0.22341376228775692,28.19471783162291,5.931625072199167e+16,438.56957162388426
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_49.csv,49,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.363108187902895,42.169913970970555,2411.483636663471,2411.483636663471,24128.348241672586,0.3322915997888262,0.3322915997888262,0.8392127740404511,False,False,False,117.74383094391314,128.12665557196812,132.54443041668816,37245.572521631926,2.3246096671043624e+16,1.690457439067914e+17,406.0,1163.0,0.34909716251074807,19.957202670999298,2.6695140140103744e+16,-10.72266330921967,209.18706917442265,202.85514542627772,37654.00387152364,2.3501011121279376e+16,2.8271188578371898e+17,281.0,1110.0,0.2531531531531532,28.19471783162291,5.956694590660414e+16,408.43134989171085
5mM_Mn_nitrate_in_water_10kHz,5mM_Mn_nitrate_in_water,10,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_50.csv,50,119994.81622405129,10005.603137766497,voltage activity-envelope rising edges,0.000560313776649673,7.739296200000001,1,-1,True,7.9047679999999945,21.959312354409295,42.929588633019314,2535.535666303082,2535.535666303082,25369.563618680982,0.3343749333308263,0.3343749333308263,0.8432990870227628,False,False,False,125.8890124860552,136.3491711897218,140.10878448791,39871.126247298576,2.4884784750987024e+16,1.798041302942658e+17,433.0,1157.0,0.3742437337942956,19.957202670999298,2.6497520185242336e+16,203.42624630900067,217.06999617052838,212.89125358037435,39146.08540921363,2.443226467218334e+16,2.952265105708598e+17,295.0,1005.0,0.2935323383084577,28.19471783162291,5.8373071506699704e+16,-725.0408380849476
