condition,material,burst_kHz,member,capture_index,period_index,start_s,stop_s,midpoint_s,signed_raw_qv_energy_uJ,raw_qv_energy_uJ,apparent_power_using_capture_frequency_mW,detected_activity_on_fraction,closure_delta_V_kV,closure_delta_Q_nC,closure_contribution_fraction,detected_burst_Hz,detector_method,source_voltage_clipped,monitor_voltage_clipped,power_usable
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,27,0.00277627985,0.00287611984,0.0028261998450000003,7205.697069268288,7205.697069268288,72097.34520606563,0.45104171184312447,-0.15809547999999995,0.0,8.637931397066691e-05,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,28,0.0028762238400000003,0.0029760638400000003,0.00292614384,7997.198585053861,7997.198585053861,80016.7952559567,0.4812500000000023,-0.15809547999999995,-7.904772999999998,0.0006241612365504807,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,29,0.00297616784,0.00307600783,0.003026087835,6668.114940351067,6668.114940351067,66718.5117701643,0.4072917074611102,0.0,7.904772999999998,0.0005615175774404069,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,30,0.00307611183,0.00317595183,0.0031260318299999998,7041.039232140695,7041.039232140695,70449.84423424394,0.4250000000000049,0.0,-15.778788999999998,0.0010614851787635728,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,31,0.0031760558300000003,0.00327589582,0.0032259758250000005,6840.18598040693,6840.18598040693,68440.18630846597,0.4135417080871126,-0.15809547000000002,-7.904772999999998,0.0006383871564401668,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,32,0.00327599982,0.00337583982,0.0033259198200000003,6788.495578533262,6788.495578533262,67922.9926612864,0.4093750000000021,-0.15809547000000002,-7.904772999999998,0.0006432480992345804,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,33,0.00337594382,0.00347578381,0.003425863815,6233.802053795573,6233.802053795573,62372.94938967221,0.37708337110210655,-0.15809547000000002,-7.904772999999998,0.0007004853281947141,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,34,0.0034758878100000002,0.00357572781,0.00352580781,7450.769044437006,7450.769044437006,74549.4381297924,0.45208333333333683,-0.15809547000000002,0.0,0.00016740252235092083,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,35,0.00357583181,0.0036756718,0.003625751805,6266.943622427349,6266.943622427349,62704.550772764815,0.39583327281984315,-0.15809547000000002,-7.9047740000000015,0.0007964874192742353,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,36,0.0036757758,0.0037756158000000002,0.0037256958,7198.332382908884,7198.332382908884,72023.65707711932,0.4395833333333314,0.0,-7.9047740000000015,0.0004333517229755804,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,37,0.0037757198,0.00387555979,0.0038256397950000003,6773.452942288679,6773.452942288679,67772.48201287731,0.40833327407184133,-0.15748030000000002,0.0,0.0001834255324815984,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,38,0.00387566379,0.00397550379,0.00392558379,7397.717183654393,7397.717183654393,74018.62226508152,0.4583333333333333,-0.15748030000000002,-7.9047740000000015,0.0005896189114934685,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,39,0.00397560779,0.004075447780000001,0.004025527785,6667.373501624593,6667.373501624593,66711.09322851623,0.40624994052983876,-0.15748030000000002,0.0,0.00027969744048388106,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,40,0.00407555178,0.00417539177,0.004125471775,7448.938134131159,7448.938134131159,74531.11876789124,0.44166671090411574,0.0,-7.9047740000000015,0.0003352137721170143,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,41,0.004175495770000001,0.00427533577,0.004225415770000001,7216.917609405199,7216.917609405199,72209.61347766695,0.43645833333333595,-0.15809548,0.0,0.0002594088268179517,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,42,0.00427543977,0.00437527976,0.004325359765,7310.490200694115,7310.490200694115,73145.86369067625,0.4489583783011191,-0.15809548,0.0,0.0002560884535649695,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,43,0.0043753837600000005,0.004475223760000001,0.004425303760000001,7463.881285739924,7463.881285739924,74680.63401251602,0.4489583333333204,-0.15809548,0.0,0.0002508255502233685,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,44,0.00447532776,0.00457516775,0.004525247755,6780.987619941399,6780.987619941399,67847.87100724143,0.41458337485811225,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,45,0.00457527175,0.0046751117500000005,0.00462519175,7858.709319966488,7858.709319966488,78631.1266306515,0.47708333333332875,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,46,0.0046752157499999995,0.00477505574,0.004725135744999999,6440.41251217442,6440.41251217442,64440.21164032298,0.40000004006410467,-0.15809548,0.0,0.00029068512719623125,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,47,0.004775159740000001,0.00487499974,0.00482507974,7562.350768448614,7562.350768448614,75665.88057768033,0.4739583333333358,-0.15809548,0.0,0.00024755954697426455,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,48,0.00487510374,0.00497494373,0.004925023735,7011.743932904502,7011.743932904502,70156.72709628448,0.43437494334685406,-0.15809548,0.0,0.00035611492292104323,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,49,0.00497504773,0.005074887730000001,0.0050249677300000005,7112.729852061328,7112.729852061328,71167.15212587024,0.44166666666666926,-0.15809546999999996,-7.904773999999996,0.0004385671447036096,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,50,0.00507499173,0.00517483172,0.005124911725,6854.501785055871,6854.501785055871,68583.42456838107,0.4145832746978462,-0.15809546999999996,-7.904773999999996,0.00045508918373434164,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,51,0.00517493572,0.00527477572,0.00522485572,7681.578802834814,7681.578802834814,76858.82897264462,0.47708333333333314,-0.15809546999999996,-7.904773999999996,0.00040608964671630724,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,52,0.00527487972,0.00537471971,0.005324799715,7236.917824390988,7236.917824390988,72409.72769148476,0.44479161105685583,-0.15809546999999996,-7.904773999999996,0.0004310411832718542,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,53,0.0053748237100000006,0.0054746637,0.005424743705,6369.852542357056,6369.852542357056,63734.21658491766,0.39895837329310885,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,54,0.0054747677,0.0055746076999999995,0.005524687699999999,6943.700412653747,6943.700412653747,69475.91063655885,0.4364583333333403,-0.15748031,-7.904773999999996,0.0003582053377532814,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,55,0.0055747117,0.005674551690000001,0.005624631695,7551.878800103275,7551.878800103275,75561.10221834561,0.465625046637117,-0.15748031,0.0,0.0003293578482136419,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,56,0.00567465569,0.00577449569,0.00572457569,6704.840460398622,6704.840460398622,67085.97274878822,0.4083333333333368,-0.31496062,7.904773999999996,0.0006491008993949655,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,57,0.00577459969,0.00587443968,0.005824519685,7543.704620825795,7543.704620825795,75479.3146245182,0.478125047889126,-0.15748031,-7.904773999999996,0.00024720578486384635,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,58,0.00587454368,0.00597438368,0.00592446368,6985.480604216626,6985.480604216626,69893.94665235688,0.4416666666666731,-0.15748031,-7.904773999999996,0.00026696050382655026,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,59,0.00597448768,0.00607432767,0.006024407675,7714.569749413254,7714.569749413254,77188.92329124775,0.48333338174413104,-0.15748031,0.0,0.0003224120893795028,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,60,0.00607443167,0.00617427167,0.00612435167,7223.192906895011,7223.192906895011,72272.40161392144,0.4697916666666646,-0.15809546999999996,7.904773999999996,0.00043186021230154093,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,61,0.00617437567,0.0062742156600000005,0.006224295665000001,7099.656368811518,7099.656368811518,71036.34404084443,0.4572916123088566,-0.15809546999999996,0.0,0.0003517052604455404,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,62,0.0062743196599999995,0.00637415966,0.00632423966,7597.93090009222,7597.93090009222,76021.88125449573,0.48125000000000023,-0.31619094999999997,7.904773999999996,0.0007392007569332953,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,63,0.006374263660000001,0.00647410365,0.006424183655,7739.59546590678,7739.59546590678,77439.32067872024,0.49791661637787704,-0.15809548,-7.904773999999996,0.00016146955552477356,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,64,0.00647420765,0.0065740476499999995,0.006524127649999999,7424.0363357085425,7424.0363357085425,74281.96125545788,0.48854166666666865,-0.15809548,0.0,0.00033633815047459214,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,65,0.00657415165,0.00667399164,0.006624071645,7188.872087864209,7188.872087864209,71929.00111933611,0.4781249477288685,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,66,0.00667409564,0.006773935630000001,0.006724015635,7647.931396286039,7647.931396286039,76522.1663761025,0.4895833823701227,-0.15809548,7.904773999999996,0.0004895786934508219,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,67,0.00677403963,0.00687387963,0.00682395963,7698.420695332493,7698.420695332493,77027.34226506532,0.4854166666666586,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,68,0.006873983629999999,0.006973823620000001,0.006923903625,6693.024104048162,6693.024104048162,66967.74297661109,0.40833337423209987,-0.15809548,0.0,0.0003730730102552776,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,69,0.0069739276200000005,0.00707376762,0.007023847620000001,7405.927760306962,7405.927760306962,74100.77403659934,0.4739583333333315,-0.15809548,0.0,0.00025278833265584313,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,70,0.007073871620000001,0.00717371161,0.0071237916150000006,6482.117359818837,6482.117359818837,64857.49379477403,0.40312504037711044,-0.15809548,0.0,0.0003852115769588853,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,71,0.00717381561,0.00727365561,0.00722373561,7355.377784659737,7355.377784659737,73594.99104164945,0.4739583333333358,-0.15809548,0.0,0.00033947768874850417,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,72,0.0072737596100000005,0.007373599600000001,0.007323679605000001,6459.722228329708,6459.722228329708,64633.41699687571,0.40000004006410467,0.0,7.904773999999996,0.0003865470622339787,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,73,0.0073737036,0.0074735436,0.0074236236,6644.302499146615,6644.302499146615,66480.25393373115,0.40312499999999535,-0.15748030000000002,0.0,0.00028066863352383016,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,74,0.0074736476,0.0075734875900000005,0.007523567595000001,7287.4143906284,7287.4143906284,72914.97629307625,0.44270827751485337,-0.15748030000000002,0.0,0.0002558997201466462,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,75,0.00757359159,0.00767343159,0.00762351159,6980.547361869725,6980.547361869725,69844.58658725137,0.4354166666666659,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,76,0.007673535590000001,0.00777337558,0.007723455585,6939.33615092702,6939.33615092702,69432.24356573187,0.41354160792684613,-0.15748030000000002,7.9047740000000015,0.0006285664591677313,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,77,0.00777347958,0.007873319580000001,0.007823399580000001,7312.3697456645605,7312.3697456645605,73164.66967173012,0.4541666666666753,0.0,7.9047740000000015,0.00042659354616661043,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,78,0.00787342358,0.00797326357,0.007923343575,7761.411873939658,7761.411873939658,77657.60699938878,0.4812499480418577,-0.15809547000000002,0.0,0.0002412102388440211,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,79,0.00797336757,0.00807320756,0.008023287565,7302.333183441095,7302.333183441095,73064.24781325462,0.457291712469131,-0.15809547000000002,0.0,0.0002563744990608053,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,80,0.008073311560000001,0.008173151560000001,0.008123231560000001,7326.72925260352,7326.72925260352,73308.34519941536,0.4677083333333202,-0.15809547000000002,0.0,0.0002555208398364867,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,81,0.00817325556,0.008273095550000002,0.008223175555,7225.055304768104,7225.055304768104,72291.03602792422,0.43750004382011043,0.0,7.9047740000000015,0.0005182332955431331,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,82,0.008273199549999999,0.00837303955,0.008323119549999999,7461.401287148941,7461.401287148941,74655.82013083242,0.44166666666666926,-0.31619094999999997,7.9047740000000015,0.000919890730804611,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,83,0.00837314355,0.00847298354,0.008423063545,6824.598612924094,6824.598612924094,68284.2252954702,0.4104167077741012,-0.15809547999999995,0.0,0.00018276204669749003,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,84,0.00847308754,0.00857292754,0.00852300754,7585.569904050405,7585.569904050405,75898.20203371384,0.47916666666666885,-0.15809547999999995,0.0,0.00016442767335396384,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,85,0.008573031540000001,0.008672871530000001,0.008622951535000001,7343.50305217425,7343.50305217425,73476.17718103253,0.452083378614117,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,86,0.00867297553,0.00877281553,0.00872289553,7530.033172620486,7530.033172620486,75342.52353945734,0.4583333333333377,-0.15809547999999995,0.0,0.00016564038720599694,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,87,0.00877291953,0.00887275952,0.008822839525,6994.843723653486,6994.843723653486,69987.63030957361,0.439583277201843,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,88,0.00887286352,0.00897270352,0.00892278352,7647.374587764823,7647.374587764823,76516.59517101549,0.4760416666666631,0.0,7.904772999999998,0.0005713226334242037,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,89,0.00897280752,0.00907264751,0.009022727515,7257.3970691168215,7257.3970691168215,72614.63488677265,0.44479161105684717,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,90,0.00907275151,0.00917259151,0.00912267151,7205.784428321475,7205.784428321475,72098.21928608231,0.43645833333334083,0.0,-7.904772999999998,0.0006063348455292162,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,91,0.00917269551,0.0092725355,0.009222615505,7523.20110351456,7523.20110351456,75274.16456737365,0.4749999474158618,-0.15809548000000007,7.904772999999998,0.0007465433558630014,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,92,0.0092726395,0.00937247949,0.009322559495,7598.560606645922,7598.560606645922,76028.18184836533,0.4760417143471272,0.0,15.778788999999998,0.0011477484815702076,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,93,0.009372583490000001,0.009472423490000001,0.009422503490000001,7560.568431212227,7560.568431212227,75648.04721863539,0.47395833333334036,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,94,0.009472527489999999,0.00957236748,0.009522447484999998,7496.97910582445,7496.97910582445,75011.79766500698,0.465625046637126,-0.15809548000000007,0.0,8.302319650861455e-05,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,95,0.00957247148,0.00967231148,0.009622391479999999,7248.756056254837,7248.756056254837,72528.17634136729,0.4541666666666741,0.0,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,96,0.00967241548,0.00977225547,0.009722335475,7337.232642718785,7337.232642718785,73413.43795250985,0.45416671215612436,0.0,7.874016,0.0005931552701211963,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,97,0.00977235947,0.00987219947,0.00982227947,7238.145662565081,7238.145662565081,72422.01295297213,0.4416666666666606,-0.15809548000000007,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_10kHz,argon_only,10,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure10kHz-0005/Lissajousfigure10kHz-0005_64.csv,64,98,0.00987230347,0.009972143460000001,0.009922223465000001,7483.847438873299,7483.847438873299,74880.40741695644,0.4770832809578522,-0.15809548000000007,0.0,0.0,10005.603137766497,voltage activity-envelope rising edges,False,False,True
argon_only_20kHz,argon_only,20,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure1 20 kHz/Lissajousfigure1_01.csv,1,0,4.9088e-05,9.900799000000001e-05,7.4047995e-05,-1755.8181060517304,1755.8181060517304,35099.51435417743,0.40833341513089233,-0.15809548,0.0,0.004622241108380661,19990.404605807908,voltage activity-envelope rising edges,False,False,True
argon_only_20kHz,argon_only,20,Lissajouswaveformsdifferentmediums/argon/Lissajousfigure1 20 kHz/Lissajousfigure1_01.csv,1,1,9.911199e-05,0.00014903199000000002,0.00012407199,-1752.6963135407213,1752.6963135407213,35037.10845878698,0.40833333333333344,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
