condition,material,burst_kHz,member,capture_index,period_index,start_s,stop_s,midpoint_s,signed_raw_qv_energy_uJ,raw_qv_energy_uJ,apparent_power_using_capture_frequency_mW,detected_activity_on_fraction,closure_delta_V_kV,closure_delta_Q_nC,closure_contribution_fraction,detected_burst_Hz,detector_method,source_voltage_clipped,monitor_voltage_clipped,power_usable
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,88,0.00440783176,0.00445775176,0.00443279176,3535.0576211632583,3535.0576211632583,70667.23215189834,0.4833333333333403,0.0,-7.9047740000000015,0.0005295902728967599,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,89,0.004457855760000001,0.004507775760000001,0.004482815760000001,3533.8467843106473,3533.8467843106473,70643.02703330302,0.47916666666666013,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,90,0.00450787976,0.00455779975,0.004532839755,3423.9939399538957,3423.9939399538957,68447.02422751272,0.47708342890292554,-0.15809548,0.0,0.0005467685291297065,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,91,0.004557903750000001,0.00460782375,0.004582863750000001,3562.5001764174194,3562.5001764174194,71215.81993484627,0.48125000000000856,0.15809548,-7.9047740000000015,0.0008756237434973191,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,92,0.00460792775,0.00465784775,0.00463288775,3575.5808149396994,3575.5808149396994,71477.30719140897,0.4833333333333316,0.15809548,-7.9047740000000015,0.0008724204268159124,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,93,0.00465795175,0.00470787175,0.00468291175,3583.0499191637027,3583.0499191637027,71626.61760688973,0.4833333333333229,0.15809548,0.0,0.00034810500510078826,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,94,0.00470797575,0.00475789574,0.004732935745,3548.78256299633,3548.78256299633,70941.59929233263,0.48333322983437965,0.0,-7.9047740000000015,0.00035146633760896047,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,95,0.00475799974,0.00480791974,0.00478295974,3544.4256251203033,3544.4256251203033,70854.50234134849,0.47916666666666013,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,96,0.00480802374,0.00485794374,0.0048329837399999995,3521.3545681099595,3521.3545681099595,70393.30257702805,0.4770833333333371,0.0,-7.9047740000000015,0.00035420392529694045,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,97,0.00485804774,0.004907967740000001,0.0048830077400000005,3506.9537992981823,3506.9537992981823,70105.42538184593,0.4791666666666515,0.0,-7.9047740000000015,0.0003556584094824595,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,98,0.00490807174,0.00495799173,0.004933031734999999,3495.1446965764603,3495.1446965764603,69869.35664040716,0.4749998948317075,0.0,7.9047740000000015,0.00035686007838490487,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,99,0.004958095730000001,0.005008015730000001,0.004983055730000001,3534.415726458529,3534.415726458529,70654.4004170365,0.47916666666666013,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,100,0.00500811973,0.00505803973,0.00503307973,3561.2747899558485,3561.2747899558485,71191.32396368099,0.4812499999999915,0.0,-7.9047740000000015,0.0003502334652480786,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,101,0.005058143730000001,0.00510806372,0.005083103725,3556.261355604738,3556.261355604738,71091.10338253764,0.4833334301549315,0.0,7.9047740000000015,0.0003507272063739427,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,102,0.00510816772,0.00515808772,0.00513312772,3559.995903855472,3559.995903855472,71165.75851308972,0.4812499999999915,0.0,7.9047740000000015,0.0003503592824463814,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,103,0.00515819172,0.00520811172,0.00518315172,3577.465104812261,3577.465104812261,71514.97490835609,0.47916666666666013,0.15809546999999996,-7.9047740000000015,0.0006972968481297554,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,104,0.00520821572,0.00525813572,0.00523317572,3528.777485043751,3528.777485043751,70541.68968988984,0.47708333333332875,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,105,0.00525823972,0.00530815971,0.005283199715000001,3518.225432311888,3518.225432311888,70330.74988635808,0.47500009515225966,0.0,-7.9047740000000015,0.00017691394197868806,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,106,0.00530826371,0.00535818371,0.0053332237099999995,3473.936091046577,3473.936091046577,69445.38803473981,0.47916666666666846,0.0,7.9047740000000015,0.00017916942444743002,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,107,0.00535828771,0.005408207710000001,0.0053832477100000005,3561.916657226791,3561.916657226791,71204.15515013035,0.4833333333333229,0.15809546999999996,0.0,0.0005255968042041148,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,108,0.0054083117100000005,0.00545823171,0.00543327171,3574.3359748504217,3574.3359748504217,71452.42233435478,0.48333333333334,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,109,0.0054583357100000006,0.005508255700000001,0.005483295705,3526.9466890448953,3526.9466890448953,70505.09133712202,0.4791665623330392,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,110,0.0055083597,0.0055582797,0.0055333197,3503.8683468463882,3503.8683468463882,70043.74593894258,0.47708333333332875,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,111,0.005558383700000001,0.0056083037,0.0055833437,3530.044238742437,3530.044238742437,70567.01260886247,0.4812499999999999,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,112,0.0056084077,0.0056583277,0.0056333677,3519.484836010033,3519.484836010033,70355.92587584606,0.4749999999999887,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,113,0.00565843169,0.00570835169,0.00568339169,3512.5774755555058,3512.5774755555058,70217.8449456019,0.47916666666666013,0.0,7.9047740000000015,0.00017719840610819134,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,114,0.00570845569,0.00575837569,0.00573341569,3495.7379840927942,3495.7379840927942,69881.21669790625,0.4749999999999887,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,115,0.00575847969,0.00580839969,0.00578343969,3546.292859927994,3546.292859927994,70891.82912064827,0.4833333333333229,0.0,-7.9047740000000015,0.00017551374197916867,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,116,0.00580850369,0.00585842368,0.005833463685,3544.432876977118,3544.432876977118,70854.64730890036,0.4791667626536084,0.15748031,0.0,0.0005261342184487089,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,117,0.00585852768,0.005908447680000001,0.0058834876800000005,3538.198914826463,3538.198914826463,70730.02788321147,0.48125000000000023,0.15748031,-7.9047740000000015,0.0005270612157382706,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,118,0.0059085516800000005,0.00595847168,0.00593351168,3537.5643403669906,3537.5643403669906,70717.3424830141,0.4812499999999999,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,119,0.0059585756800000006,0.006008495680000001,0.005983535680000001,3554.958238787575,3554.958238787575,71065.0535501139,0.47916666666666013,0.15748031,7.9047740000000015,0.000349490544787954,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,120,0.00600859968,0.00605851967,0.0060335596749999994,3491.463566331519,3491.463566331519,69795.7693574041,0.48333322983437965,0.0,7.9047740000000015,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,121,0.006058623670000001,0.006108543670000001,0.006083583670000001,3444.0014228765212,3444.0014228765212,68846.9819062798,0.47708333333332875,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,122,0.00610864767,0.00615856767,0.00613360767,3505.1059273966116,3505.1059273966116,70068.48567487382,0.47916666666666013,0.0,7.9047740000000015,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,123,0.006158671670000001,0.00620859167,0.00618363167,3560.611044427143,3560.611044427143,71178.05542200686,0.4812499999999999,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,124,0.00620869567,0.00625861566,0.006233655665000001,3569.9717372098066,3569.9717372098066,71365.17945812296,0.48333322983437965,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,125,0.00625871966,0.00630863966,0.00628367966,3516.333847755292,3516.333847755292,70292.93634572563,0.47708333333332875,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,126,0.00630874366,0.0063586636600000005,0.00633370366,3571.2409050591136,3571.2409050591136,71390.55063694331,0.4812499999999915,0.0,7.9047740000000015,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,127,0.00635876766,0.006408687650000001,0.006383727655000001,3518.2205714189486,3518.2205714189486,70330.65271514148,0.48125009640425725,0.0,-7.9047740000000015,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,128,0.0064087916500000005,0.00645871165,0.00643375165,3507.004818154849,3507.004818154849,70106.44526943321,0.48125000000000856,0.15748031,7.9047740000000015,0.0005317493183694634,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,129,0.006458815650000001,0.006508735650000001,0.006483775650000001,3482.05437519258,3482.05437519258,69607.67581952334,0.47916666666666013,0.0,-7.9047740000000015,0.0001787516973986215,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,130,0.00650883965,0.00655875965,0.00653379965,3439.6590481800563,3439.6590481800563,68760.17607914744,0.4729166666666573,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,131,0.006558863650000001,0.006608783640000001,0.006583823645,3608.6883773058153,3608.6883773058153,72139.14075861963,0.48333343015492314,0.15748031,7.904772999999998,0.0003442869435292907,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,132,0.00660888764,0.00665880764,0.00663384764,3552.5171076356246,3552.5171076356246,71016.25435069058,0.48125000000000023,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,133,0.006658911640000001,0.00670883164,0.00668387164,3535.6703472993013,3535.6703472993013,70679.4807952704,0.4812499999999999,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,134,0.00670893564,0.00675885564,0.00673389564,3518.855118595192,3518.855118595192,70343.33756993605,0.47916666666666013,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,135,0.006758959639999999,0.00680887963,0.006783919635,3532.5776116799507,3532.5776116799507,70617.65575890077,0.47916656233302224,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,136,0.00680898363,0.0068589036300000005,0.00683394363,3513.1926131098703,3513.1926131098703,70230.14179420186,0.4812499999999915,0.15809546999999996,7.904772999999998,0.0005321941574668389,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,137,0.0068590076299999995,0.0069089276300000006,0.00688396763,3519.4775867955136,3519.4775867955136,70355.78096111474,0.4812499999999832,0.15809546999999996,0.0,0.0003543928042538158,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,138,0.0069090316300000005,0.00695895162,0.006933991625,3464.5730252319213,3464.5730252319213,69258.21656075404,0.47708342890292516,0.15809546999999996,0.0,0.00036000901767957997,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,139,0.006959055620000001,0.007008975620000001,0.006984015620000001,3541.9262003263693,3541.9262003263693,70804.53782843596,0.4812499999999915,0.15809546999999996,-7.904772999999998,2.2274305129586203e-11,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,140,0.00700907962,0.00705899962,0.00703403962,3564.352880985621,3564.352880985621,71252.85624877964,0.4812499999999915,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,141,0.00705910362,0.007109023620000001,0.007084063620000001,3524.4545309276177,3524.4545309276177,70455.272088016,0.4812499999999832,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,142,0.00710912762,0.00715904761,0.007134087615,3487.070179108546,3487.070179108546,69707.9437692269,0.47708342890292554,0.15809546999999996,7.904772999999998,0.0005361809446664793,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,143,0.00715915161,0.007209071609999999,0.00718411161,3507.5518683587857,3507.5518683587857,70117.3810243496,0.4812499999999999,-0.15809546999999996,-7.904772999999998,0.0005330500169132435,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,144,0.00720917561,0.00725909561,0.00723413561,3513.8053068935487,3513.8053068935487,70242.38979083707,0.4812499999999915,0.15809546999999996,0.0,0.00035496489490921616,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,145,0.007259199609999999,0.0073091196099999995,0.007284159609999999,3528.8188522536084,3528.8188522536084,70542.51663715231,0.48125000000000023,0.0,7.904772999999998,0.00035345465574194074,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,146,0.00730922361,0.0073591436000000005,0.007334183605000001,3498.8744241619015,3498.8744241619015,69943.91540390956,0.48124989608371377,0.0,7.904772999999998,0.00035647962784424154,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,147,0.0073592475999999995,0.0074091676,0.0073842076,3593.6724796991302,3593.6724796991302,71838.96688994262,0.4812499999999915,0.0,7.904772999999998,0.00034707599527917865,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,148,0.0074092716000000005,0.0074591916,0.0074342316000000006,3557.5013409756793,3557.5013409756793,71115.89119180803,0.4854166666666627,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,149,0.0074592956,0.0075092156,0.0074842556,3564.3771947707337,3564.3771947707337,71253.34229118154,0.4812499999999915,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,150,0.007509319600000001,0.00755923959,0.007534279595,3561.8680754872607,3561.8680754872607,71203.18398150068,0.48124989608372215,0.0,7.904772999999998,0.00035017508401917523,19990.404605807908,voltage activity-envelope rising edges,False,False,True
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_64.csv,64,151,0.00755934359,0.00760926359,0.00758430359,3522.5897346170177,3522.5897346170177,70417.9940552597,0.47916666666666013,0.0,0.0,0.0,19990.404605807908,voltage activity-envelope rising edges,False,False,True
