condition,material,burst_kHz,member,capture_index,burst_index,target_charge_polarity,pin_voltage_polarity,amplitude_kV,duration_s,midpoint_s,nominal_directed_terminal_charge_nC,passive_background_nC,terminal_excess_nC,model_factor,model_dependent_charge_nC,halfcycle_average_equivalent_flow_per_s,above_passive_resolution_threshold,background_model,evidence_tier,factor_source
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,104,negative,-1,3.632607380000001,4.385132911861184e-06,0.005233999031929828,392.30401631924,100.23798018151342,292.0660361377266,1.0,292.0660361377266,4.157075398934026e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,105,negative,-1,3.6853059133333335,4.398978366032362e-06,0.005283995276778867,387.0622431606125,99.89726424215775,287.1649789184548,1.0,287.1649789184548,4.074452458386297e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,106,negative,-1,3.579908846666667,4.428421825728758e-06,0.0053339993218424146,379.84505965780613,99.91984563692208,279.925214020884,1.0,279.925214020884,3.9453237117812294e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,107,negative,-1,3.6853059133333335,4.385153207225531e-06,0.00538396703207751,398.8604284950758,101.93285376413061,296.92757473094514,1.0,296.92757473094514,4.226251774024974e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,108,negative,-1,3.685305913333334,4.402421222998894e-06,0.0054339823777742585,387.06478124651534,100.5244886785962,286.54029256791915,1.0,286.54029256791915,4.062409627952492e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,109,negative,-1,3.6853059133333335,4.385029386883531e-06,0.005483962982744454,389.7125505434961,101.54301183682117,288.1695387066749,1.0,288.1695387066749,4.1017120573943744e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,110,negative,-1,3.632607380000001,4.405965336792134e-06,0.0055339454281422935,392.02591556261615,100.68233477065648,291.34358079195965,1.0,291.34358079195965,4.1271854504031456e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,111,negative,-1,3.685305913333334,4.3851329118629184e-06,0.005583959011929828,398.84810572160154,100.22577494749129,298.62233077411025,1.0,298.62233077411025,4.2503933742145555e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,112,negative,-1,3.6326073800000005,4.411054704265595e-06,0.005633943995403146,379.81811462406296,100.49298933744761,279.32512528661533,1.0,279.32512528661533,3.952366091754383e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,113,negative,-1,3.6325048200000003,4.428337410885587e-06,0.005683959293420009,387.6831459748288,98.49550504821805,289.18764092661075,1.0,289.18764092661075,4.0759479632885094e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,114,negative,-1,3.685305913333334,4.4110517661549026e-06,0.0057339399613569745,391.0017884977558,99.93964526593811,291.0621432318177,1.0,291.0621432318177,4.118444091162799e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,115,negative,-1,3.685305913333334,4.38858919644871e-06,0.005783949273787534,398.1102251925275,100.21858087437491,297.89164431815254,1.0,297.89164431815254,4.236654008815284e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,116,negative,-1,3.6853059133333335,4.411054704265595e-06,0.005833935985403146,388.4219975679676,100.88482782012403,287.53716974784356,1.0,287.53716974784356,4.068564038642382e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,117,negative,-1,3.6853059133333335,4.419696119018629e-06,0.005883929629378387,387.057125955026,100.79932900722908,286.2577969477969,1.0,286.2577969477969,4.0425418154801664e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,118,negative,-1,3.632607380000001,4.367756772572472e-06,0.0059339068475755975,390.1962136923237,101.16321979727705,289.0329938950466,1.0,289.0329938950466,4.1302713226679866e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,119,negative,-1,3.7116551800000006,4.414545274051933e-06,0.0059838970371201665,378.7685306376973,99.89941970562224,278.8691109320751,1.0,278.8691109320751,3.942793602548691e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,120,negative,-1,3.685203353333334,4.392067993514229e-06,0.006033901138711324,376.5430582648703,99.86808037375201,276.67497789111826,1.0,276.67497789111826,3.931791100988681e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,121,negative,-1,3.6588540866666674,4.432670570673168e-06,0.006083902106607506,392.99335421242824,99.74578534672871,293.2475688656995,1.0,293.2475688656995,4.1291301326298675e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,122,negative,-1,3.685305913333334,4.385102597117413e-06,0.006133910966772456,398.8950087728914,100.0892059179592,298.8058028549322,1.0,298.8058028549322,4.2530341963870304e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,123,negative,-1,3.6853059133333335,4.416277910870674e-06,0.006183898577006448,385.99947689742595,100.63464764695505,285.3648292504709,1.0,285.3648292504709,4.0330504720152755e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,124,negative,-1,3.632607380000001,4.428421825728758e-06,0.006233911271842415,392.3167225954458,99.33332197465384,292.98340062079194,1.0,292.98340062079194,4.1293684874749146e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,125,negative,-1,3.632607380000001,4.4110517661549026e-06,0.006283891931356974,398.2341201906798,100.01161044083547,298.22250974984433,1.0,298.22250974984433,4.219761180528281e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,126,negative,-1,3.685305913333334,4.3885081358373615e-06,0.006333880451893965,399.69368458921593,100.33896580568873,299.35471878352723,1.0,299.35471878352723,4.2575406856652096e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,127,negative,-1,3.7115526200000004,4.397456984222767e-06,0.006383868769358864,388.1896011300452,100.58067116298373,287.6089299670615,1.0,287.6089299670615,4.082163288295688e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,128,negative,-1,3.632607380000001,4.385132911862051e-06,0.0064338469619298275,398.8573493020105,100.41262070466716,298.4447285973433,1.0,298.4447285973433,4.247865501924601e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,129,negative,-1,3.632607380000001,4.398978366032362e-06,0.006483843206778866,389.4168217345739,100.1033993800599,289.313422354514,1.0,289.313422354514,4.104935739017258e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,130,negative,-1,3.6326073800000005,4.385029386883531e-06,0.006533842932744454,384.4504111692488,100.76203496019885,283.68837620905,1.0,283.68837620905,4.0379286390284205e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,131,negative,-1,3.6853059133333335,4.419665824973579e-06,0.00658384960452541,391.00639478075345,101.35102609878973,289.65536868196375,1.0,289.65536868196375,4.0905504707599974e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,132,negative,-1,3.6588540866666674,4.406721253553611e-06,0.006633841101948947,395.93647933245785,100.03008903455822,295.90639029789963,1.0,295.90639029789963,4.191103348653864e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,133,negative,-1,3.579908846666667,4.398978366033229e-06,0.006683835196778867,389.4271033098153,99.6269250447472,289.8001782650681,1.0,289.8001782650681,4.11184209585655e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,134,negative,-1,3.6588540866666674,4.4326664918274e-06,0.006733850091528353,387.0853214029974,99.48144836358897,287.6038730394084,1.0,287.6038730394084,4.049666688741776e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,135,negative,-1,3.6590592066666674,4.366113082983521e-06,0.006783806076167116,392.1724195841184,101.36646293979472,290.8059566443237,1.0,290.8059566443237,4.157171339370095e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,136,negative,-1,3.527210313333334,4.381611243471119e-06,0.006833811870340148,393.37177643848673,100.04471647199746,293.3270599664893,1.0,293.3270599664893,4.178379607030984e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,137,negative,-1,3.6062581133333333,4.432750940705846e-06,0.006883818089953494,392.974168047313,99.5245577657354,293.44961028157763,1.0,293.44961028157763,4.1319000998910016e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,138,negative,-1,3.5274154333333336,4.354010354315312e-06,0.0069338113356427564,393.3646296582519,99.26223382132379,294.1023958369281,1.0,294.1023958369281,4.215981642343847e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,139,negative,-1,3.685305913333334,4.3851329118629184e-06,0.006983798931929828,398.85734930197793,100.85235453630187,298.0049947656761,1.0,298.0049947656761,4.241606620480799e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,140,negative,-1,3.6062581133333333,4.435377699244826e-06,0.007033787393332764,380.35194879176305,100.03110499770833,280.3208437940547,1.0,280.3208437940547,3.9447037184657e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,141,negative,-1,3.6853059133333335,4.385029386882663e-06,0.007083794902744455,389.71255054367225,100.58586505051608,289.1266854931562,1.0,289.1266854931562,4.1153357753371546e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,142,negative,-1,3.5535595800000004,4.458742561644705e-06,0.007133795058825642,383.091874835176,99.44194263772512,283.6499321974509,1.0,283.6499321974509,3.9706343241479226e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,143,negative,-1,3.579908846666667,4.391489151134818e-06,0.007183766911386315,391.1223147189032,100.05352188213512,291.0687928367681,1.0,291.0687928367681,4.136884890888475e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,144,negative,-1,3.7115526200000004,4.406641174446203e-06,0.007233765048869661,384.10275034972153,100.50914661181677,283.59360373790474,1.0,283.59360373790474,4.0167828083066246e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,145,negative,-1,3.579908846666667,4.4023402749528845e-06,0.00728377823730042,387.0391657071052,98.7999551825722,288.239210524533,1.0,288.239210524533,4.086571086610367e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,146,negative,-1,3.685305913333334,4.397497521829025e-06,0.007333752729624844,388.1860386703497,100.72044345979617,287.46559521055354,1.0,287.46559521055354,4.080091261440156e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,147,negative,-1,3.6590592066666674,4.379885342583635e-06,0.007383754327613439,393.8852482486386,101.68430307635647,292.20094517228216,1.0,292.20094517228216,4.163978525024564e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,148,negative,-1,3.6590592066666674,4.369630505562418e-06,0.007433749620166127,390.4527085810347,101.57041783269203,288.88229074834265,1.0,288.88229074834265,4.126347609624078e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,149,negative,-1,3.6588540866666674,4.424985165539692e-06,0.007483738193904941,383.0969995022156,100.26270318106538,282.83429632115025,1.0,282.83429632115025,3.9894208929893165e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,150,negative,-1,3.6853059133333335,4.388589196447842e-06,0.007533749173787535,396.53605063875045,100.27448795355134,296.2615626851991,1.0,296.2615626851991,4.21347077418476e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,151,negative,-1,3.685305913333334,4.4110547042647275e-06,0.007583735885403146,389.71255054367225,100.62990107150024,289.082649472172,1.0,289.082649472172,4.0904321095933446e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,152,negative,-1,3.632607380000001,4.388681841338733e-06,0.00763371395989002,379.1611089780386,100.2743324162757,278.88677656176293,1.0,278.88677656176293,3.9662805589169235e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,153,negative,-1,3.579908846666667,4.385132911861184e-06,0.0076837189019298285,397.5858415155189,99.74378130067566,297.84206021484323,1.0,297.84206021484323,4.2392875175088454e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,154,negative,-1,3.632607380000001,4.4110547042647275e-06,0.0077337038754031456,379.8181146241345,100.33302891876754,279.485085705367,1.0,279.485085705367,3.954629483329578e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,155,negative,-1,3.6588540866666674,4.432666491828267e-06,0.007783730031528354,391.97742029866913,99.21706986722818,292.76035043144094,1.0,292.76035043144094,4.122273550759489e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,156,negative,-1,3.632607380000001,4.405965336792134e-06,0.007833697308142294,392.02591556261615,100.55118382192572,291.47473174069046,1.0,291.47473174069046,4.1290433402730266e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,157,negative,-1,3.6326073800000005,4.388498135835667e-06,0.007883688366893965,391.801171013871,101.02682429878743,290.77434671508354,1.0,290.77434671508354,4.135516678981118e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,158,negative,-1,3.579908846666667,4.416277910868072e-06,0.007933698477006448,389.71255054367225,99.77169314470741,289.94085739896485,1.0,289.94085739896485,4.0977233069031686e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,159,negative,-1,3.632607380000001,4.404886507724387e-06,0.007983696924184033,390.426347854432,99.42523086807397,291.001116986358,1.0,291.001116986358,4.123343721032407e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,160,negative,-1,3.5534570200000006,4.411909063434943e-06,0.008033678438044008,390.21468638856635,99.45136875209816,290.7633176364682,1.0,290.7633176364682,4.11341634529384e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
5mM_Mn_nitrate_in_water_20kHz,5mM_Mn_nitrate_in_water,20,Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure20kHz-0003/Lissajousfigure20kHz-0003_01.csv,1,161,negative,-1,3.6062581133333333,4.432750940705846e-06,0.008083666019953493,378.1696824027402,99.18971151529495,278.97997088744523,1.0,278.97997088744523,3.928161187439783e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
