condition,material,burst_kHz,member,capture_index,burst_index,target_charge_polarity,pin_voltage_polarity,amplitude_kV,duration_s,midpoint_s,nominal_directed_terminal_charge_nC,passive_background_nC,terminal_excess_nC,model_factor,model_dependent_charge_nC,halfcycle_average_equivalent_flow_per_s,above_passive_resolution_threshold,background_model,evidence_tier,factor_source
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,46,negative,-1,3.2380865033333333,4.516091515409815e-06,0.0023351547481977883,477.0841723792696,87.11110218644411,389.9730701928255,1.0,389.9730701928255,5.389661498440578e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,47,negative,-1,3.2118397583333334,4.4891982228837356e-06,0.002385127169588575,479.1820560287138,88.27761877002544,390.9044372586884,1.0,390.9044372586884,5.4348983298621216e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,48,negative,-1,3.264333171666667,4.523831100624286e-06,0.0024351164634942093,473.93273842896883,88.2521452877221,385.68059314124673,1.0,385.68059314124673,5.321217499924577e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,49,negative,-1,3.2644357299999993,4.558542740934653e-06,0.00248514049723411,466.01767941486634,85.589458668315,380.42822074655135,1.0,380.42822074655135,5.20878343565497e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,50,negative,-1,3.1854905316666664,4.519552652498555e-06,0.0025351190203580717,475.8922493973598,87.77999234191527,388.11225705544456,1.0,388.11225705544456,5.3598361620631226e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,51,negative,-1,3.369217515,4.489074411716688e-06,0.0025851017643344623,481.8392116546039,88.75461036045297,393.08460129415096,1.0,393.08460129415096,5.4653607425277734e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,52,negative,-1,3.369422594999999,4.5757973792625965e-06,0.002635117114540649,468.68169674357216,86.79888938509198,381.8828073584802,1.0,381.8828073584802,5.208982850312786e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,53,negative,-1,3.316826585,4.523881733440368e-06,0.002685097868466415,462.07941931067506,87.74513480834153,374.3342845023335,1.0,374.3342845023335,5.16461519392169e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,54,negative,-1,3.316826585,4.47180856738864e-06,0.0027350784547608272,473.914772544419,88.77039139071931,385.14438115369967,1.0,385.14438115369967,5.3756374266087245e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,55,negative,-1,3.238086463333333,4.549763554157794e-06,0.002785080765569798,460.0916644925323,86.85505930545611,373.2366051870762,1.0,373.2366051870762,5.120177412444215e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,56,negative,-1,3.1854905316666664,4.415530191402301e-06,0.002835054970955502,479.8510515387268,88.69425245929432,391.15679907943246,1.0,391.15679907943246,5.529140567864515e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,57,negative,-1,3.264333171666667,4.47180856738864e-06,0.0028850464447608276,463.39731669170084,88.85118342994886,374.54613326175195,1.0,374.54613326175195,5.227712801942591e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,58,negative,-1,3.264333171666667,4.523858142829566e-06,0.002935061809628602,477.8835658489336,88.65644888031214,389.22711696862143,1.0,389.22711696862143,5.370116625863829e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,59,negative,-1,3.4219160083333326,4.541220756986743e-06,0.002985059806229511,471.29438199017767,88.02029089692617,383.2740910932515,1.0,383.2740910932515,5.2677657519374675e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,60,negative,-1,3.316724063333333,4.53423383022563e-06,0.003035052621787373,467.6083045274786,87.756404656646,379.8518998708326,1.0,379.8518998708326,5.228775508203083e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,61,negative,-1,3.2379839816666665,4.4519772867544945e-06,0.00308503099459349,475.78227639474153,88.37803499347672,387.4042414012648,1.0,387.4042414012648,5.431265553363375e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,62,negative,-1,3.3430733299999993,4.5368394930660715e-06,0.0031350342835260786,469.9919003263881,87.59038247400609,382.40151785238197,1.0,382.40151785238197,5.260848543156632e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,63,negative,-1,3.211737236666666,4.4666247262957134e-06,0.0031850283910236023,477.0903390728484,87.53617005358292,389.5541690192655,1.0,389.5541690192655,5.443497114529688e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,64,negative,-1,3.316826585,4.471808567388207e-06,0.0032350064347608275,463.3656559077035,88.35653202137016,375.0091238863333,1.0,375.0091238863333,5.2341749752252666e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,65,negative,-1,3.264333171666667,4.523831100624719e-06,0.0032850044134942096,460.7563907874375,87.70988070877956,373.04651007865795,1.0,373.04651007865795,5.146905633878164e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,66,negative,-1,3.3955667816666666,4.510788842583373e-06,0.0033350132481882126,473.9276011491688,88.33566603200087,385.59193511716796,1.0,385.59193511716796,5.3353762414078406e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,67,negative,-1,3.369217476666667,4.4717072512721195e-06,0.0033849744078894347,468.6457801419396,89.87315737486911,378.7726227670705,1.0,378.7726227670705,5.2868236432191014e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,68,negative,-1,3.237983945,4.445769180892647e-06,0.0034349940786222695,482.4932465611462,88.56308628507476,393.93016027607143,1.0,393.93016027607143,5.530468564661756e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,69,negative,-1,3.3694225949999996,4.57579737926303e-06,0.003485005064540649,466.0022583567082,87.58928770201665,378.41297065469155,1.0,378.41297065469155,5.1616533567212064e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,70,negative,-1,3.2905799166666667,4.4761433746105805e-06,0.003534970599050631,471.95269897305286,88.63186747724332,383.32083149580956,1.0,383.32083149580956,5.345004053671729e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,71,negative,-1,3.237983945,4.445769180892647e-06,0.003584962078622269,472.6075725975419,89.44881061689622,383.15876198064564,1.0,383.15876198064564,5.3792466332702746e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,72,negative,-1,3.1854905316666664,4.4761615640323375e-06,0.0036349665924868884,475.23906149177014,87.85642680519273,387.38263468657743,1.0,387.38263468657743,5.401619658041737e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,73,negative,-1,3.343073368333333,4.484852307328792e-06,0.003684960259920585,474.90446241160043,87.90707151340956,386.9973908981909,1.0,386.9973908981909,5.3857910173241683e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,74,negative,-1,3.3430733299999993,4.562873259566277e-06,0.0037349712873257094,464.0479228060295,88.25123579059276,375.7966870154367,1.0,375.7966870154367,5.140485607926121e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,75,negative,-1,3.3693199983333333,4.506565345444979e-06,0.003784958416027294,469.9598158365086,88.78849929331983,381.17131654318877,1.0,381.17131654318877,5.2791517458703526e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,76,negative,-1,3.3169291816666666,4.558542772509656e-06,0.003834956417237272,466.01769153347914,88.24426635074757,377.77342518273156,1.0,377.77342518273156,5.17243421645036e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,77,negative,-1,3.3694225566666667,4.534281084395825e-06,0.003884940514352793,467.5898206532804,87.44639730162825,380.14342335165213,1.0,380.14342335165213,5.232733882800442e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,78,negative,-1,3.3693199983333333,4.471808567387339e-06,0.003934926394760827,471.28754203141034,88.849210383131,382.43833164827936,1.0,382.43833164827936,5.337867847949883e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,79,negative,-1,3.369217515,4.515136243824457e-06,0.00398492006981791,468.0105706701933,88.47737245203469,379.53319821815865,1.0,379.53319821815865,5.2464859814091834e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,80,negative,-1,3.3169291816666666,4.549915510405726e-06,0.004034926771551206,456.1354308926388,87.09423353496231,369.0411973576765,1.0,369.0411973576765,5.062454405779519e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,81,negative,-1,3.237983945,4.4457691808930805e-06,0.004084890048622269,471.30379796777174,88.48912361141706,382.81467435635466,1.0,382.81467435635466,5.374415914575104e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,82,negative,-1,3.342970771666667,4.445769180892213e-06,0.004134914048622269,475.8922493974749,89.67112755965678,386.22112183781815,1.0,386.22112183781815,5.4222397488827315e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,83,negative,-1,3.3169291816666666,4.53249209045152e-06,0.004184903371896244,466.017691533578,88.11810140975234,377.89959012382565,1.0,377.89959012382565,5.203900357513684e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,84,negative,-1,3.343073368333333,4.502208152307868e-06,0.004234903551998096,471.94370545457815,88.93518762741348,383.00851782716467,1.0,383.00851782716467,5.309730378389101e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,85,negative,-1,3.316826585,4.471808567389074e-06,0.004284886374760827,473.91477254435307,88.95317350935677,384.9615990349963,1.0,384.9615990349963,5.373086252434836e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,86,negative,-1,3.3955667416666664,4.536839491692604e-06,0.004334882223525942,467.9964526139259,88.26577116942501,379.7306814445009,1.0,379.7306814445009,5.224104794597411e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,87,negative,-1,3.369422594999999,4.516428783186456e-06,0.00438487744433147,471.6605606861786,88.0999796898832,383.5605809962954,1.0,383.5605809962954,5.300641196438382e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,88,negative,-1,3.316724063333333,4.471707251272987e-06,0.0044348543478894345,466.0279706591395,88.16654211223529,377.8614285469042,1.0,377.8614285469042,5.2741053978719725e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,89,negative,-1,3.3167241016666664,4.506441534202037e-06,0.00448486098077322,460.72557841206486,87.95001788562836,372.7755605264365,1.0,372.7755605264365,5.163013934840587e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,90,negative,-1,3.3955667816666666,4.510890207521517e-06,0.004534861238870682,467.9964496100274,89.20944329147237,378.78700631855503,1.0,378.78700631855503,5.241099713052173e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,91,negative,-1,3.3692175166666667,4.5151391558874085e-06,0.004584844053828561,468.0137816938924,89.52279253149192,378.49098916240047,1.0,378.49098916240047,5.232075605861264e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,92,negative,-1,3.342970808333333,4.445769217127117e-06,0.004634842018628304,482.4932419737225,89.06820809250694,393.42503388121554,1.0,393.42503388121554,5.5233769437011885e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,93,negative,-1,3.2904773583333333,4.49779735291634e-06,0.004684840004536258,465.34525616589224,88.79838900057838,376.54686716531387,1.0,376.54686716531387,5.2252702911308614e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,94,negative,-1,3.3955667416666664,4.510890174573914e-06,0.004734853218867382,468.97875746931305,87.39926650847615,381.5794909608369,1.0,381.5794909608369,5.2797380634192544e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,95,negative,-1,3.3693199983333333,4.4631981237358564e-06,0.004784810039539002,468.6474970563109,89.37472530507452,379.2727717512364,1.0,379.2727717512364,5.303897297303414e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,96,negative,-1,3.342970808333333,4.493517439306191e-06,0.004834805854567377,464.0440461242693,89.40002777080811,374.6440183534612,1.0,374.6440183534612,5.203816546457241e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,97,negative,-1,3.3167241016666664,4.437136392301463e-06,0.004884793019892149,466.03436163498196,89.24973474949213,376.78462688548984,1.0,376.78462688548984,5.300050437717806e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,98,negative,-1,3.3428682499999995,4.493442919448025e-06,0.004934801869278213,465.03313390541916,89.6426984609962,375.39043544442296,1.0,375.39043544442296,5.214270774758074e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,99,negative,-1,3.342970771666667,4.467502019380246e-06,0.004984812865041513,468.0003113904631,89.74739396753198,378.2529174229311,1.0,378.2529174229311,5.284539338303408e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,100,negative,-1,3.316826585,4.523831100624286e-06,0.005034804323494209,463.3793406389399,88.56076760716124,374.81857303177867,1.0,374.81857303177867,5.17135470537669e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,101,negative,-1,3.3955667816666666,4.490053649320452e-06,0.0050847975892495895,465.4382054423573,89.16160178838632,376.27660365397094,1.0,376.27660365397094,5.2305251109170477e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,102,negative,-1,3.369320035,4.489198253075297e-06,0.0051347830195915874,468.647493386051,89.68468662084628,378.96280676520473,1.0,378.96280676520473,5.2688691030471034e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,103,negative,-1,3.3693199983333333,4.483045575041575e-06,0.005184784095813349,467.4264882263305,88.44807524203955,378.9784129842909,1.0,378.9784129842909,5.2763175481307795e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,104,negative,-1,3.3955667816666666,4.510890207521517e-06,0.005234781198870682,473.92760114930064,88.71108795358946,385.2165131957112,1.0,385.2165131957112,5.330061810713439e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,105,negative,-1,3.3167241016666664,4.471707289155011e-06,0.005284742307895743,460.76325936622857,89.83050899362019,370.9327503726084,1.0,370.9327503726084,5.1773964120598976e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,106,negative,-1,3.2904773583333333,4.441489237080529e-06,0.005334759838650363,468.0003113904631,89.39374078386733,378.60657060659577,1.0,378.60657060659577,5.320459467430411e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,107,negative,-1,3.369217515,4.5063604714066716e-06,0.005384772971304618,473.92962870699506,88.83839488272031,385.09123382427475,1.0,385.09123382427475,5.333684346071029e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
BMIM_nitrate_20kHz,BMIM_nitrate,20,Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,1,108,negative,-1,3.4219160083333326,4.516428783186456e-06,0.00543475739433147,468.2836450968725,89.06696376544748,379.216681331425,1.0,379.216681331425,5.240610383425745e+17,True,whole_waveform_complex_Cstar_endpoint_projection,diagnostic_complex_background_model_rejected,none
