member,level_label,carrier_Hz,record_duration_s,voltage_pp_kV,q_sign,current_sign,monitor_Cprime_pF,monitor_Closs_pF,monitor_tan_delta,monitor_phase_deg,current_Creactive_pF,current_G_uS,current_monitor_gain_ratio,current_monitor_phase_error_deg,monitor_x_Uqpp_kV,monitor_y_Qpp_nC,current_x_Uqpp_kV,current_y_Qpp_nC,skipped_rows,clipping_flag,quiet_both_edges
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_01.csv,MAX,127994.47063898804,0.01000032746,8.05825191766,1,-1,6.171486153985076,46.105074189033196,7.470659908920326,-82.37587978176697,93.62190628842689,-3.4786443397553395,2.0148163134848205,85.02118244949406,-3.384853330092001,505.51180919999996,7.899792882668001,931.6154804360019,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_05.csv,MAX,127994.47063898804,0.01000032746,7.900314105580001,1,-1,12.688106987854665,50.47754348387417,3.978335265630435,-75.89036493190622,97.13052160025286,-7.17781132087588,1.8740423700704956,81.14049397229894,-3.2584243647,508.67372099999994,7.805077610552001,930.341892454677,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_09.csv,MAX,127994.47063898804,0.01000032746,8.05817286998,1,-1,8.807179139988042,48.96689208033043,5.559883738256392,-79.80380301906499,96.42404330206315,-5.197436014724789,1.9424180507438114,83.63828153439567,-3.353218353044,507.09276280000006,7.836740939346001,932.5532165431722,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_14.csv,MAX,127994.47063898804,0.01000032746,7.900314105580001,1,-1,11.712098408719427,50.52690029263845,4.314077505959322,-76.94936317796474,97.33839938637416,-7.527503083651711,1.8853647221126026,82.44205230441503,-3.258717827796,508.6675652,7.804998685848001,929.1309324465652,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_18.csv,MAX,127994.47063898804,0.01000032746,7.90047220106,1,-1,9.281595607356074,49.549374182478275,5.338454321712551,-79.39030039171563,96.57779684647548,-5.879784320888441,1.9212824443540923,83.71950459657938,-3.38474615314,507.09276279999995,7.836586309788001,932.1013523432233,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_22.csv,MAX,127994.47063898804,0.01000032746,7.90047220106,1,-1,12.932652154601364,49.79059969858753,3.8499914096021146,-75.43969327338625,96.74861373818638,-6.685806755938073,1.8876348063435113,80.35097813057212,-3.32169411226,513.4042748,7.836523071584001,931.8640899008993,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_26.csv,MAX,127994.47063898804,0.01000032746,7.90047220106,1,-1,11.841468798874299,49.76990732965732,4.203018069379085,-76.61677290731635,96.61330676814802,-6.352688673699101,1.8947851278084875,81.29097219885722,-3.2584085296520002,511.8294724,7.8364756429160005,932.1687232644606,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_30.csv,MAX,127994.47063898804,0.01000032746,7.9003931533800005,1,-1,12.687412388971639,50.29806792155748,3.9644071130909553,-75.84278345594015,96.9752033557817,-6.440547430591094,1.8758174289140128,80.56373186320968,-3.258392731628,513.4104259999999,7.8364914524880005,932.9371112727973,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_35.csv,MAX,127994.47063898804,0.01000032746,7.90047220106,1,-1,12.897733432184205,50.541894299931855,3.918664823217135,-75.6842830318912,97.03847642877834,-6.615470485400605,1.8670147662870737,80.529701136869,-3.1953723853780005,513.4104306,7.836523071596001,932.1095099512293,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_39.csv,MAX,127994.47063898804,0.01000032746,7.900314105580001,1,-1,13.700661069131465,51.09471293274902,3.7293611362935573,-74.9896698549587,97.16479803245832,-7.349700530989513,1.8448810008724887,80.36291240551992,-3.22683682826,513.4104259999999,7.805046128004,931.9724885891055,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_43.csv,MAX,127994.47063898804,0.01000032746,7.90055124874,1,-1,10.752287169731359,49.59802314402429,4.6127881780954585,-77.76820319735923,96.19898094701716,-5.519275298223869,1.900359232553427,81.84884026518904,-3.353142735652,511.8356236000001,7.868094824428001,933.6305477943616,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_47.csv,MAX,127994.47063898804,0.01000032746,7.584426686155401,1,-1,14.100830731239792,48.535751895014826,3.4420491118644465,-73.80011833754341,95.19377712922591,-7.694444233479376,1.8929262159832434,79.53948857476001,-1.5185231776740002,257.4833875,7.710043310242001,921.0521504897581,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_51.csv,MAX,127994.47063898804,0.01000032746,7.90055124874,1,-1,8.460119508844224,48.36439630395749,5.716750957642769,-80.07794991964926,95.29909118538112,-4.523245010456203,1.944344751213943,83.45555929488847,-3.2900275996520003,510.2485188,7.868205429764001,932.3888019138338,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_56.csv,MAX,127994.47063898804,0.01000032746,7.900551248860001,1,-1,9.681174399740936,49.48077609218966,5.11103034085552,-78.92962679981184,95.933678151093,-5.110117454907976,1.9068990662746867,82.71908785894396,-3.2584401367700004,510.2546700000001,7.868170419802,930.9714448180782,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_60.csv,MAX,127994.47063898804,0.01000032746,7.900314105580001,1,-1,11.012975340943465,49.96540364297482,4.536957733594123,-77.57006647006037,96.07891308797646,-6.4476142473309945,1.8843621087772284,82.3400572946158,-3.2900118636280005,507.0989140000001,7.836617744300001,929.8800573534346,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure4kHz/Lissajousfigure4kHz_64.csv,MAX,127994.47063898804,0.01000032746,7.9003931532600005,1,-1,9.555523304652931,50.03704381790507,5.236452491674655,-79.18845827440582,96.13189116583602,-5.236983458545903,1.891436590226308,83.06373136856007,-3.3531269341159997,510.2485188,7.836570500228001,930.4735362064512,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_01.csv,MAX,119994.81622405129,0.01000032746,7.742297553259999,-1,-1,32.342003184469526,-34.296164084787364,-1.0604217645138387,46.67971446842186,100.37335790122205,15.111609618374441,2.1712723554535645,57.97240529168525,4.332024401732,445.4724508,7.520660440644,885.8507957805034,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_05.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.75720180945523,-32.96914819340612,-0.9766552446942335,44.32335505979098,100.23720286970722,15.384664373529255,2.16787222885047,55.82990687063142,4.521647693972,442.31669,7.5525006002440005,886.7885642690792,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_09.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.57747083313338,-32.39893149366144,-0.9649008900840446,43.97663184177892,100.3988314182955,15.153130747730705,2.1944104774098174,55.296751596561535,4.426821862460001,443.89763639999995,7.552513128444,887.544129899951,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_14.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,32.90258033983924,-32.41915168452204,-0.9853072722466132,44.57597701232039,99.63876149588917,15.675212988051953,2.2035769670304965,56.362297103390205,4.4268375268760005,445.4662852,7.552437485124001,883.2946392646875,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_18.csv,MAX,119994.81622405129,0.01000032746,7.90007726998,-1,-1,34.41995895316625,-29.715561663011794,-0.8633235647795069,40.80481687297068,99.14505033030379,16.014197922186423,2.22980383144902,52.8968329860877,4.553127670684,440.71727319999997,7.552421785052001,879.7937601849059,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_22.csv,MAX,119994.81622405129,0.01000032746,7.742534696540001,-1,-1,35.22258946669012,-29.41763956155231,-0.8351924150656916,39.86837645273106,99.114543023543,15.993781497594858,2.2086723374044865,51.94903748882575,4.647798874588001,432.8432564,7.552421737076,880.4830158968865,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_26.csv,MAX,119994.81622405129,0.01000032746,7.742522286054242,-1,-1,34.337234047041555,-30.97080466423075,-0.9019597973966441,42.04918971085894,99.32139735175664,15.832527815061741,2.1953877943871514,53.98737785229591,4.647814789708,434.4242148000001,7.552453342684001,880.0036186314784,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_30.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,32.556078523319236,-33.413848942834136,-1.0263474736031397,45.74494330011741,99.8289560070741,15.372120212701784,2.184051229478644,57.28812172863309,4.458302078924,440.72957560000003,7.552405804468001,880.8789034409863,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_35.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,32.00265942702376,-33.733033765906356,-1.054069704514039,46.50786052693038,99.67888875779516,15.298520029427623,2.1876780807775935,58.01408082405871,4.395139591732001,442.3105292,7.5838353944520005,882.2159526472516,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_39.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,32.315342269170664,-33.69566404518693,-1.0427141314029378,46.1979076331233,99.77036484235411,15.392365453009896,2.1812851638286483,57.7624844638122,4.4268534220680005,442.3043828,7.552263689586001,881.3686249867993,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_43.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,32.9650552177284,-32.765803495220524,-0.9939556684740294,44.826318292255934,99.324904316187,15.777286833398428,2.1838999932177696,56.72363411177531,4.521631699804,440.7234244,7.552358498908001,880.2999332313765,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_47.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.55487174992215,-31.998908070650344,-0.953629276521511,43.64030089619172,99.42644884652188,15.826247119717621,2.191624701003293,55.56164123126558,4.5531120832920005,439.154778,7.552437423564001,880.352206987811,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_51.csv,MAX,119994.81622405129,0.01000032746,7.74229755338,-1,-1,33.48369426247531,-32.660091083026565,-0.9754028580898929,44.286606483890864,99.93925349679414,15.539012663736905,2.181587104588987,55.9391684721256,4.490012665316001,440.7357364,7.520834113124001,882.3054269201666,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_56.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.59362397133942,-32.43719028488809,-0.9655757983289345,43.996650319674245,99.54873417980376,15.725500876868233,2.178044231025275,55.83011053495841,4.49002838934,440.7357316,7.552342614276001,880.5064428481861,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_60.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.56617574000564,-32.083933838255376,-0.9558412041564907,43.70660110951139,99.52086346065491,15.729828593947614,2.18989029776556,55.546447362694096,4.521508759364,439.1547804,7.552374185372001,881.7951296180498,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/Lissajousfigure10kHz-0002/Lissajousfigure10kHz-0002_64.csv,MAX,119994.81622405129,0.01000032746,7.74237660106,-1,-1,33.12620664984399,-34.11829988640081,-1.0299488935465388,45.84525315973302,100.66992388205101,15.161536276107027,2.1587732032398868,57.141775043910314,4.426806153948,447.0533996,7.5207394268600005,887.4726719898225,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_01.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.717730833461236,49.014316737923636,1.7067614785501535,-59.633751336115566,96.68752622410675,11.353903019749627,1.7225358690063495,50.780972740393054,3.060346334764,350.6951212,5.780678762261999,647.4592233844866,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_05.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.66901799178871,48.83593643575696,1.703439456829125,-59.585038767489706,96.49911305783749,11.323917535206062,1.7245702907292741,50.73830377872932,3.060298930156,349.11417240000003,5.812124223308,647.0369711465743,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_09.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.67086682432043,48.9427290153908,1.707054387831571,-59.63803965012968,96.56938900043671,11.325383189756609,1.7229705170405496,50.79651478578958,3.028834501228,349.1141676,5.780552470430001,646.6510961138002,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_14.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.58744730733538,48.741361656157174,1.70499174452874,-59.60781836570215,96.37219497066691,11.317004155787737,1.7260753848469688,50.75493959725142,3.0287114532280004,349.11416999999994,5.780584089524,647.2007792775427,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_18.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.55416412361001,48.616458898561895,1.702604870102409,-59.572778559647105,96.27443775315456,11.269737950370617,1.7280047769387226,50.74748091196881,3.028774667372,345.95226039999994,5.8120767946620004,646.6048427825103,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_22.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.596369547647498,48.83447495857179,1.707715899992249,-59.647720433697046,96.47611952639255,11.329824164335013,1.7253483013494906,50.79436783592604,3.0288062845400003,347.53321399999993,5.780521022368001,642.7959617804097,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_26.csv,100,119994.81622405129,0.01000032746,6.00272341674,1,-1,28.588474697699418,48.7560223724028,1.7054432909750976,-59.614438951650726,96.38776467228155,11.346513727181707,1.7260521824148565,50.740253857225355,3.0288062844680006,347.53321399999993,5.780520912852,645.8719404409975,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_30.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.71708774496759,49.03719876659878,1.707596508465316,-59.645973632395155,96.70203282432055,11.408404880848675,1.7223956735383628,50.75269012549725,3.028758881860001,349.1141676,5.748996465586001,642.4141822193436,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_35.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.82863845869653,49.007273514304984,1.6999510255927923,-59.53373372144119,96.75398058799165,11.351213789666359,1.7221640026425484,50.689001614042525,3.06034638274,352.2760748,5.7805365993699995,644.6141127462549,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_39.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.532354363682696,48.527009184206776,1.7007712916244375,-59.545811600759706,96.30767097926774,11.294995582192678,1.731385987472016,50.70405103154596,3.0287904749320007,345.95226039999994,5.780520912852,643.7979446339945,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_43.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.541503914509033,48.748907335275106,1.7080006534096357,-59.65188588836092,96.43398433503839,11.381345440888573,1.7279000037375798,50.75509210219889,3.0289011417560006,347.53321159999996,5.748965079042001,640.6545818083174,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_47.csv,100,119994.81622405129,0.01000032746,6.00256532126,1,-1,28.60473315735145,49.14428681092053,1.718047378403542,-59.79819279116119,96.70513111811768,11.480737492823078,1.7216257839072455,50.84971505776579,3.06037795386,349.1141676,5.717409012682,639.5427099462444,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_51.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.562319081751234,48.27879983022809,1.6902969150384544,-59.39093011057288,96.12438945539655,11.172981768177552,1.7338446150564057,50.62677643491037,3.0287904749320007,344.3713068,5.780505103306,645.2877471516636,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_56.csv,100,119994.81622405129,0.01000032746,6.00256532126,1,-1,28.635519915939987,48.627194226569095,1.6981425296036174,-59.50707418932859,96.3263190379852,11.297676858665016,1.7274678364904161,50.66493292541978,3.028774667396,347.53321639999996,5.780489293762001,644.7219891896649,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_60.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.68429830800452,48.86554681029428,1.7035643084445984,-59.586872088799666,96.5804078196632,11.335636701921084,1.7250174921856951,50.738462778631856,3.0603621683,347.53321639999996,5.780457736176,643.2320929028132,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/breakdown/breakdown/breakdown_64.csv,100,119994.81622405129,0.01000032746,6.0026443689999995,1,-1,28.486672225710358,48.352516800131234,1.6973732985382253,-59.495721958826756,96.10536170130294,11.212362502113493,1.7328785570572673,50.6994458939657,3.0287904769320004,344.3713068,5.780568279976,645.336958851779,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_01.csv,105,119994.81622405129,0.01000032746,6.633463268919999,1,-1,34.65888712899779,51.63851002655468,1.4899067542001563,-56.13116168152561,100.40721225821734,11.80028571593979,1.6339829366696546,47.27130104057326,3.5959761482120003,475.49827160000007,6.505201855938,755.5428610852733,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_05.csv,105,119994.81622405129,0.01000032746,6.7911639378199995,1,-1,34.71612313387641,51.922874912334116,1.495641512507114,-56.23293981389367,100.74417386299544,11.654474286506812,1.6318272929615198,47.50967385746546,3.564420314356,480.2411372000001,6.600153948178,766.2694269974899,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_09.csv,105,119994.81622405129,0.01000032746,6.7911639378199995,1,-1,34.178241431585164,52.22205771511551,1.5279328463885065,-56.79609431179236,100.74657541910013,11.61169930371017,1.6329627824566393,48.104559242779914,3.5329558494280002,478.6540276,6.600217059354,766.6266415708324,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_14.csv,105,119994.81622405129,0.01000032746,6.63314738559,1,-1,33.99929527478358,51.6389956947482,1.5188254720399323,-56.638953176747656,100.19689893138566,11.73314271545834,1.6400401706502545,47.81050989151015,3.5644045048200006,464.43159640000005,6.442137324908001,747.9138501120228,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_18.csv,105,119994.81622405129,0.01000032746,6.79108489008,1,-1,34.28638806905101,52.34740570625922,1.5267693290070175,-56.77609172762723,100.85077592443113,11.665794902142258,1.6304998272886135,48.0535704534783,3.5328768017480003,478.6601788000001,6.600059198430001,765.9420917200034,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_22.csv,105,119994.81622405129,0.01000032746,6.63322643327,1,-1,33.91670124292034,51.661303997850034,1.523181857452415,-56.714283285797435,100.10791049747161,11.862219515503137,1.6397545796402664,47.78246782400336,3.5644642906280004,467.5935036,6.473566912896,749.9686909498647,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_26.csv,105,119994.81622405129,0.01000032746,6.79084774681,1,-1,33.99291469602742,51.96329363063947,1.528650723108253,-56.808425038735514,100.43110677351159,11.789167626149126,1.6368825712606554,47.95885244246861,3.532892623284,473.9173180000001,6.537042123074001,758.752375694555,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_30.csv,105,119994.81622405129,0.01000032746,6.791242985499999,1,-1,34.27552205300934,52.213458010617344,1.523345375450907,-56.71710495877223,100.77306265685814,11.692210148188472,1.6324349301158831,47.96850046100195,3.564464376188,478.6601788000001,6.600217061352001,764.5548613083354,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_35.csv,105,119994.81622405129,0.01000032746,6.948012103550001,1,-1,34.74043002198319,52.373468054232866,1.50756533586636,-56.442841025255596,101.0148391673373,11.536852835733892,1.6256230632317847,47.82907325818837,3.5644170090919998,486.55880520000005,6.694932317974001,775.3828373733925,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_39.csv,105,119994.81622405129,0.01000032746,6.79132203324,1,-1,34.82172439922064,51.84606089528391,1.4888998689692776,-56.11323610639077,100.65765688079699,11.595599004515055,1.6304000114698738,47.42601821446959,3.564511719284,484.9716908,6.631773125714001,769.4516208188294,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_43.csv,105,119994.81622405129,0.01000032746,6.79092679454,1,-1,34.42711735424837,51.61385755935018,1.4992210073313308,-56.296194306565255,100.32040712046208,11.665373345826572,1.6360924656354023,47.52858589098949,3.596036043484,475.49827160000007,6.536963077336001,760.9667677324616,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_47.csv,105,119994.81622405129,0.01000032746,6.79053247869,1,-1,34.61291669497939,51.15121325576796,1.477807077240256,-55.91464026832469,100.07674288311127,11.66458385461812,1.6396190937230235,47.1266031007996,3.5645749814279997,472.3363644000001,6.505312338232,756.6350063696723,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_51.csv,105,119994.81622405129,0.01000032746,6.633305173389999,1,-1,34.54147339327838,51.34536881206249,1.4864846159704952,-56.07016918706207,100.16196971204646,11.798887322593627,1.6382163693723069,47.189996628219774,3.5645907669640002,470.75541080000005,6.4736932662400015,752.0920221706634,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_56.csv,105,119994.81622405129,0.01000032746,6.79068995897,1,-1,34.550961119625605,51.44667818870861,1.4890085983595378,-56.115172620156294,100.22781269093662,11.765706782868346,1.6367941324710582,47.26530172620329,3.564574957428,473.9173180000001,6.505375578412001,756.9926205486802,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_60.csv,105,119994.81622405129,0.01000032746,6.475671200061161,1,-1,34.341416974931704,50.474945867662974,1.4697979965272927,-55.769976245350534,99.43998741263569,11.873452688513819,1.6491394951072926,46.77076919564536,3.5644519334280003,462.8506428,6.410486695324002,740.0039668818706,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/105% breakdown/105breakdown-0006/105breakdown-0006_64.csv,105,119994.81622405129,0.01000032746,6.47576261,1,-1,34.250849303274855,50.85016132203722,1.48463942811413,-56.03720224902619,99.65178727067477,11.928657979357613,1.6457463854491523,47.015741125549226,3.5330190975719997,462.8506428,6.410534123976,742.5368612671441,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_01.csv,115,119994.81622405129,0.01000032746,7.2665731976600005,-1,-1,0.7443477208538738,-57.35187691012299,-77.0498455269429,89.25642209408478,101.69603517016631,11.852855345173909,1.7941058487557973,81.95588183899457,-1.6380721960360003,459.68873560000003,7.138469441622001,829.5977786349754,0,True,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_05.csv,115,119994.81622405129,0.01000032746,7.2666522454,1,-1,1.9393813476537092,57.8769469390324,29.842994524543997,-88.08081091295112,101.84652743973612,11.449254910941438,1.7781633366078005,79.60027172780138,1.7324971418919999,464.43159640000005,7.170041194518,833.4300642265006,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_09.csv,115,119994.81622405129,0.01000032746,7.2666522454,1,-1,0.6744450014267481,57.286728478757034,84.9390659839874,-89.32547960268275,101.62203658797236,11.599270795410042,1.7940083415045684,80.71677780420453,1.732882079428,461.2696892,7.170088561612001,833.3707393374875,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_14.csv,115,120094.811904238,0.01000032746,7.10800361876,1,-1,2.0674192486529104,55.85944168160265,27.018923093610333,-87.88038778839868,98.81558900043035,12.813854712428212,1.7937076372560272,78.12933915557682,-0.031559054128,7.874016,0.031464565936000014,6.907758978162356,0,False,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_18.csv,115,119994.81622405129,0.01000032746,7.266494149980001,1,-1,1.0728789680398951,58.06735481489029,54.12293142531903,-88.94149744900703,102.1012942456273,11.611511053034937,1.777912467087497,80.36369519216476,1.543369563108,461.269694,7.106929307804001,830.8072798436701,0,True,False
Lissajouswaveformsdifferentmediums/manganese nitrate in water/20 kHz/115% breakdown/115breakdown-0007/115breakdown-0007_22.csv,115,119994.81622405129,0.01000032746,7.266730985520001,-1,-1,0.13029364393901657,-57.31106287754134,-439.86077252061165,89.869741326391,101.16007429701796,11.988979468070779,1.786775156827287,81.1969150250751,-1.6697387206440004,459.6887356,7.170056942496001,831.0518180834993,0,True,False
